Model Name,Dataset,Language,Source Sentence,Translation,Reference Sentence
Helsinki-NLP/opus-mt-tc-big-en-gmq,WMT,da,"So my dad can't give me rides to work. And for me, work is about 27 miles away. So there and back would be nearly a $100 a day with Uber. I haven't looked at Lyft. I could have, I guess, that makes sense. But I didn't have rental on my auto insurance, so that's my fault. So I guess I could have tried to do that and get that set up and tried to get a rental while I was down and out of a car. But even then, a rental wouldn't cover seven days. I'm going to sneeze, hold on. That sneeze sucked.","Så min far kan ikke give mig rides til arbejde. Og for mig, arbejde er omkring 27 miles væk. Så der og tilbage ville være næsten en $ 100 om dagen med Uber. Jeg har ikke kigget på Lyft. Jeg kunne have, jeg tror, det giver mening. Men jeg havde ikke leje på min bil forsikring, så det er min skyld. Så jeg tror, jeg kunne have forsøgt at gøre det og få det sat op og forsøgte at få en udlejning, mens jeg var ude.","Så min far kan ikke køre mig på arbejde. Og for mig er arbejdet omkring 43 kilometer væk. Så frem og tilbage ville koste næsten 700 kroner om dagen med Uber. Jeg har ikke tjekket Lyft. Det kunne jeg måske have gjort, det giver mening. Men jeg havde ikke lejebil inkluderet i min bilforsikring, så det er min fejl. Så jeg kunne nok have prøvet at gøre det og få det ordnet og så prøvet at leje en bil, mens jeg var uden bil. Men selv da ville en lejebil ikke dække syv dage. Jeg skal nyse, vent lige. Det nys var ikke godt."
Helsinki-NLP/opus-mt-tc-big-en-gmq,WMT,da,Saturday Cont:,Lørdag Kont:,Lørdag fortsat:
Helsinki-NLP/opus-mt-tc-big-en-gmq,WMT,da,"Rosendale, a member of the hard-right Freedom Caucus, was one of the individuals who derailed the Wednesday votes. He views the top line number in Johnson's deal as being too high and as doing too little to cut the $34 trillion national debt.","Rosendale, et medlem af den hårde højre Freedom Caucus, var en af de personer, der afsporede onsdagens stemmer. Han ser toplinjen i Johnsons aftale som værende for høj og som gør for lidt for at skære den nationale gæld på $ 34 billioner.","Rosendale, et medlem af det hårde højre Freedom Caucus, var en af de personer, der blokerede onsdagens afstemninger. Han anser den samlede udgift i Johnsons aftale for at være for stor og at gøre for lidt til at beskære den nationale gæld på 34 billioner USD."
Helsinki-NLP/opus-mt-tc-big-en-gmq,WMT,da,"South Wales four-piece The Now are proud to release their debut album, Too Hot To Handle, via True Music, and Callum joins me now. How are you doing, Callum? How's it going? Yeah, all good. Good, yourself? Yes, I'm very good. Thank you. It's a privilege to speak to yourselves because I've been listening to your music quite a lot since 2023. So I'm just loving the music, and I think it's something that we definitely need in the charts these days.","South Wales fire-piece The Now er stolte af at frigive deres debutalbum, Too Hot To Handle, via True Music, og Callum slutter sig til mig nu. Hvordan har du det, Callum? Hvordan går det? Ja, alt godt. Godt, dig selv? Ja, jeg er meget god. Tak. Det er et privilegium at tale med jer selv, fordi jeg har lyttet til din musik ret meget siden 2023. Så jeg tror bare, at vi elsker musikken.","Den walisiske kvartet The Now er stolte af at udgive deres debutalbum, Too Hot To Handle, via True Music, og Callum slutter sig til mig nu. Hvordan har du det, Callum? Hvordan går det? Ja, alt er godt. Godt, selv? Ja, jeg har det rigtig godt. Tak. Det er en ære at tale med jer, for jeg har lyttet en del til jeres musik siden 2023. Jeg elsker musikken, og jeg synes, det er noget, vi absolut har brug for på hitlisterne i disse dage."
Helsinki-NLP/opus-mt-tc-big-en-gmq,WMT,da,"The results are in and, drum roll, please, it's completely consistent with my family history. 89.9% British and Irish with most of that concentrated in the scottish borders, western Ireland, Wales, and cornwall. It doesn't show much breton tho so either they're so close to cornish they don't show as different in me or my breton family wasn't originally from there.","Resultaterne er i og, trommerulle, tak, det er helt i overensstemmelse med min familiehistorie. 89,9% britiske og irske med det meste af det koncentreret i de skotske grænser, vestlige Irland, Wales og cornwall. Det viser ikke meget breton tho så enten de er så tæt på cornish de ikke viser så anderledes i mig eller min breton familie var ikke oprindeligt derfra.","Resultaterne er kommet, og de er fuldstændig i overensstemmelse med min familiehistorie. Jeg er 89,9% britisk og irsk, med det meste er fra de skotske grænseområder, det vestlige Irland, Wales og Cornwall. Der er dog ikke meget bretonsk, så enten er slægtskabet med kornisk så tæt, at det ikke kan ses i mig, eller også kom den bretonske del af min familie ikke derfra oprindeligt."
Helsinki-NLP/opus-mt-tc-big-en-gmq,TED,da,"Right, Mr. CFO, astrophysicist, ultra-marathoner?","Ikke sandt, hr. CFO, astrofysiker, ultra-maratonløber?","Ok, Hr. Økonomidirektør, ultra maratonløber?"
Helsinki-NLP/opus-mt-tc-big-en-gmq,TED,da,We've gone beyond the capacity of the human mind to an extraordinary degree.,Vi er gået ud over det menneskelige sinds kapacitet i en ekstraordinær grad.,Vi er rejst hinsides den menneskelige hjernes evner i en ekstraordinær grad.
Helsinki-NLP/opus-mt-tc-big-en-gmq,TED,da,Right now there are 48 hours of video being uploaded to YouTube every single minute.,"Lige nu er der 48 timers video, der uploades til YouTube hvert eneste minut.",Lige nu bliver 48 timers video uploadet på YouTube hvert eneste minut.
Helsinki-NLP/opus-mt-tc-big-en-gmq,TED,da,"The person on the assembly line doesn't know because he doesn't know how to drill an oil well to get oil out to make plastic, and so on.","Personen på samlebåndet ved ikke, fordi han ikke ved, hvordan man borer en oliebrønd for at få olie ud for at lave plast osv.","Personen ved samlebåndet ved det ikke, for han ved ikke, hvordan man borer en oliebrønd og får olie op, så man kan lave plastik osv."
Helsinki-NLP/opus-mt-tc-big-en-gmq,TED,da,And here every piece is very well planned.,Og her er hvert stykke meget godt planlagt.,Og her er alle dele vel planlagt.
Helsinki-NLP/opus-mt-tc-big-en-gmq,TED,da,"And in order to tackle this, we need to change the game.","Og for at tackle dette, er vi nødt til at ændre spillet.","For at håndtere dette bliver vi nødt til at ændre spillets regler,"
Helsinki-NLP/opus-mt-tc-big-en-gmq,TED,da,"And to test this, I found an MRI lab that actually let me scan both my brain and the brain of a proven non-procrastinator, so I could compare them.","Og for at teste dette fandt jeg et MR-laboratorium, der faktisk lod mig scanne både min hjerne og hjernen hos en bevist ikke-procrastinator, så jeg kunne sammenligne dem.","For at teste det, fandt jeg et MR-laboratorium, der både scannede min hjerne og hjernen hos en person der ikke overspringshandler, så jeg kunne sammenligne dem."
Helsinki-NLP/opus-mt-tc-big-en-gmq,TED,da,"And the remarkable thing was that 18 month-old babies, just barely walking and talking, would give her the crackers if she liked the crackers, but they would give her the broccoli if she liked the broccoli.","Og det bemærkelsesværdige var, at 18 måneder gamle babyer, der knap nok gik og talte, ville give hende kiksene, hvis hun kunne lide kiksene, men de ville give hende broccolien, hvis hun kunne lide broccolien.","Og det bemærkelsesværdige er, at børn på 18 måneder, som kun lige havde lært at gå og tale, ville give hende kiks, hvis hun kunne lide kiks, men de ville give hende broccoli, hvis hun kunne lide broccoli."
Helsinki-NLP/opus-mt-tc-big-en-gmq,TED,da,"Or immediately afterward, the Han Dynasty, still 2,000 years ago.","Eller umiddelbart efter, Han-dynastiet, stadig for 2.000 år siden.","Eller straks efter, Han-dynastiet, stadig 2.000 år siden."
Helsinki-NLP/opus-mt-tc-big-en-gmq,TED,da,"So late last year — in November last year — there was a series of well blowouts in Albania, like the well blowout in the Gulf of Mexico, but not quite as big.","Så sent sidste år - i november sidste år - var der en række godt blowouts i Albanien, ligesom godt blowout i Den Mexicanske Golf, men ikke helt så stor.","Altså, sent sidste år - i november sidste år - var der en række eksplosioner af oliebrønde i Albanien ligesom eksplosionen af oliebrønden i den Mexikanske Golf men ikke helt ligeså store."
Helsinki-NLP/opus-mt-tc-big-en-gmq,TED,da,"CA: So that's the key bottleneck, basically journalistic volunteers and / or the funding of journalistic salaries?","CA: Så det er den vigtigste flaskehals, dybest set journalistiske frivillige og / eller finansieringen af journalistiske lønninger?","Så det er den væsentligste flaskehals, dybest set - frivillige journalister og / eller finansieringen af journalistlønninger?"
Helsinki-NLP/opus-mt-tc-big-en-gmq,TED,da,You also see seashells — as discovered by a team here in Oxford — moving 125 miles inland from the Mediterranean in Algeria.,Du ser også muslingeskaller - som opdaget af et hold her i Oxford - bevæger sig 125 miles inde i landet fra Middelhavet i Algeriet.,"Man finder også konkylier, som et hold her fra Oxford opdagede, der er transporteret 200km ind i landet fra Middelhavet til Algeriet."
Helsinki-NLP/opus-mt-tc-big-en-gmq,TED,da,"Dreadful, thumbs down, embarrassing — thank you, these are great answers, but they're answers to a different question.","Forfærdelig, tommelfinger ned, pinligt - tak, det er gode svar, men de er svar på et andet spørgsmål.","Elendigt, tommelfingeren nedad, pinligt — tak, dette er fantastiske svar, men de er svar på et andet spørgsmål."
Helsinki-NLP/opus-mt-tc-big-en-gmq,TED,da,What is going on in this baby's mind?,Hvad foregår der i denne babys sind?,Hvad sker der i dette barns sind?
Helsinki-NLP/opus-mt-tc-big-en-gmq,TED,da,"Basically, if we invest 27 billion dollars over the next eight years, we could avoid 28 new million cases of HIV / AIDS.","Hvis vi investerer 27 milliarder dollars i løbet af de næste otte år, kan vi undgå 28 nye millioner tilfælde af hiv / aids.","Dybest set, hvis vi investerer 27 milliarder dollars over de næste otte år, kunne vi undgå 28 nye millioner tilfælde af HIV / AIDS."
Helsinki-NLP/opus-mt-tc-big-en-gmq,TED,da,"I mean, if you want an illustration of this, the Great Wall is one.","Jeg mener, hvis du vil have en illustration af dette, er Den Kinesiske Mur en.","Jeg mener, hvis I vil have et eksempel på det, er Den Kinesiske Mur et."
Helsinki-NLP/opus-mt-tc-big-en-gmq,TED,da,"I know that if you're not a trained brain expert, it's not that obvious, but just take a look, OK?","Jeg ved, at hvis du ikke er en uddannet hjerne ekspert, det er ikke så indlysende, men bare tage et kig, OK?","Jeg ved, at det ikke er så ligetil at se, hvis man ikke er hjerne-ekspert, men prøv."
Helsinki-NLP/opus-mt-tc-big-en-gmq,TED,da,It's also important to not just think about this as individual cases.,Det er også vigtigt ikke bare at tænke på dette som individuelle tilfælde.,Det er også vigtigt ikke bare at se dette som en individuel sag.
Helsinki-NLP/opus-mt-tc-big-en-gmq,TED,da,"And if we do not, the question I think we need to ask ourselves — and that's why it's on the economy session — is to say, if we don't do all things, we really have to start asking ourselves, which ones should we solve first?","Og hvis vi ikke gør det, er det spørgsmål, jeg tror, vi skal stille os selv - og det er derfor, det er på økonomisessionen - at sige, at hvis vi ikke gør alle ting, skal vi virkelig begynde at spørge os selv, hvilke skal vi løse først?","Og hvis vi ikke gør det, er spørgsmålet, tror jeg, vi må stille os selv — og det er derfor, det er på økonomisessionen — er at sige, hvis vi ikke gør alle ting, må vi virkelig starte med at spørge os selv, hvilke burde vi løse først?"
Helsinki-NLP/opus-mt-tc-big-en-gmq,TED,da,This is a time of need.,Det er en nødens tid.,"Det er nu, vi har et behov."
Helsinki-NLP/opus-mt-tc-base-en-sh,montenegrin,cnr,"There is nothing I can do, without condemning myself, and that I will not do.","Ne postoji ništa što mogu učiniti, bez osuđivanja sebe, i to neću učiniti.","Ništa ne mogu da učinim, a da sam sebe ne optužim, i zato ništa i neću učiniti."
Helsinki-NLP/opus-mt-tc-base-en-sh,montenegrin,cnr,"After the trial is over... after Channing's trial, then I'll tell you.","Nakon što se suđenje završi... nakon Channingovog suđenja, onda ću ti reći.","Nakon što se suđenje završi... Poslije Čeningovog suđenja, onda ću da vam kažem."
Helsinki-NLP/opus-mt-tc-base-en-sh,montenegrin,cnr,"A Scottish army has ridden over the border and is harrying our people, spoiling fields, burning barns, and killing all those who oppose them.","Škotska vojska je jahala preko granice i hara našim ljudima, kvari polja, pali štale i ubija sve one koji im se protive.","Škotska vojska je prešla granicu i pljačka naše ljude, oštećuje polja, pali žito, i ubija sve one koji im se protive."
Helsinki-NLP/opus-mt-tc-base-en-sh,montenegrin,cnr,You stood right in that doorway and you invited me to your engagement party. HEWES:,Stajao si na vratima i pozvao me na veridbu.,Stajala si baš tu i pozvala me na svoju vjeridbu.
Helsinki-NLP/opus-mt-tc-base-en-sh,montenegrin,cnr,"After all,we received only half the amount of gold that was promised.","Nakon svega, dobili smo samo polovinu zlata koje nam je obećano.","Osim toga, dobili smo samo polovinu obećanog zlata."
Helsinki-NLP/opus-mt-tc-base-en-sh,montenegrin,cnr,But very soon he will realize he is not swimming but drowning.,Ali uskoro će shvatiti da ne pliva već se utapa.,Ali uskoro će da shvati da ne pliva nego da se davi.
Helsinki-NLP/opus-mt-tc-base-en-sh,montenegrin,cnr,I saw your name on his phone when you called last week.,Vidio sam tvoje ime na njegovom telefonu kad si zvao prošli tjedan.,Vidjela sam kad si ga nazvala prošle nedjelje.
Helsinki-NLP/opus-mt-tc-base-en-sh,montenegrin,cnr,-So is it true you have given your private rooms here to the Seymours?,Da li je istina da ste dali svoje privatne sobe Seymourima?,Da li je istina da ste vaše odaje na dvoru dali Simorovima?
Helsinki-NLP/opus-mt-tc-base-en-sh,montenegrin,cnr,"If you want me to go along with you, I need proof you can produce.","Ako želiš da idem s tobom, trebam dokaz da možeš producirati.","Ako želite da poslujemo, morate mi dati dokaz."
Helsinki-NLP/opus-mt-tc-base-en-sh,montenegrin,cnr,I call mary my english mare because I ride her so often.,Zovem Mary svojom engleskom kobilom jer je često jašem.,"Zovem moja Mer (eng. kobila), zato što sam je često jahao."
Helsinki-NLP/opus-mt-tc-base-en-sh,montenegrin,cnr,And that it was necessary for the physician to have bled you.,I da je bilo neophodno da ti doktor iskrvari.,I da je bilo neophodno da vam ljekar pusti krv.
Helsinki-NLP/opus-mt-tc-base-en-sh,montenegrin,cnr,"If he felt obliged to curtail his progress and hurry back, only to find the Prince quite recovered...","Ako se osetio obaveznim da smanji svoj napredak i požuri nazad, samo da bi pronašao princa potpuno oporavljenog...",Ako bi prekinuo svoje putovanje i žurno se vratio samo da sazna da je Princ već oporavljen...
Helsinki-NLP/opus-mt-tc-base-en-sh,montenegrin,cnr,"But let me tell You, they have Plantagenet blood in their veins!","Ali da ti kažem, imaju krv Plantageneta u venama!","Ali da ti kažem nešto, njihovim venama teče krv Plantageneta!"
Helsinki-NLP/opus-mt-tc-base-en-sh,montenegrin,cnr,"And he was, like, who do you think you are, Ms. Parsons?","A on je bio, kao, što mislite tko ste vi, gđice Parsons?","- A on će: Šta vi mislite ko ste, gđice Parsons?"
Helsinki-NLP/opus-mt-tc-base-en-sh,montenegrin,cnr,The guys are gonna be happy to see you-- It's good for morale.,Momci će biti sretni što te vide. To je dobro za moral.,"Momci će biti srećni što vas vide, biće dobro za moral."
Helsinki-NLP/opus-mt-tc-base-en-sh,montenegrin,cnr,"Huh... His Grace does not go into details, but... to allay Your Majesty's fears, he writes, in his own hand:","Njegova milost ne ulazi u detalje, ali... da bi ublažila strahove Vašeg Veličanstva, piše, u svojoj ruci:","Njegova milost ne ulazi u detalje, ali da bi odagnalo strahove Veličanstva, piše sopstvenom rukom:"
Helsinki-NLP/opus-mt-tc-base-en-sh,montenegrin,cnr,And why are you not worthy when I deem you so?,I zašto nisi dostojan kad te tako smatram?,I zašto misliš da nijesi vrijedna kada ja mislim suprotno?
Helsinki-NLP/opus-mt-tc-base-en-sh,montenegrin,cnr,"America Works was illegal in the minds of many legal experts, myself included.","Amerika radi je bila ilegalna u mislima mnogih pravnih stručnjaka, uključujući i mene.","Mnogi pravni stručnjaci, uključujući i mene, smatraju da je program „Amerika radi“ nezakonit."
Helsinki-NLP/opus-mt-tc-base-en-sh,montenegrin,cnr,"though evil men pray louder, seek penance, and think themselves closer to heaven than I am.","Iako se zli ljudi mole glasnije, traže pokoru i misle da su bliže nebu od mene.","jer se zao čovjek moli glasnije, tražeći pokoru, i misli da je time bliži raju od mene."
Helsinki-NLP/opus-mt-tc-base-en-sh,montenegrin,cnr,- Hm... Kind of takes the wind out of the sails if there's no hurricane.,Nekako izvlači vjetar iz jedara ako nema uragana.,Bez uragana nemam vjetar u jedra.
