Source,Hypothesis,Reference,Source Language,Target Language
Not just showing up every now and then.,pas seulement apparaître de temps en temps.,pas juste de temps en temps.,en,fr
It's pretty straightforward.,c'est très simple.,c' est très clair.,en,fr
"AG: Okay, hypothesis two.","ag: alors, hypothèse deux.","ag: ok, hypothèse numéro deux.",en,fr
"Many of them get destroyed, believe it or not, or they get simply shelved, out of sight and out of mind.","beaucoup d'entre eux sont détruits, croyez-le ou non, ou ils sont simplement mis sur étagère, hors de vue et hors de portée de la mémoire.","beaucoup d' entre eux sont détruits, croyez-le ou non, ou ils sont simplement remisés, loin des yeux, loin du cœur.",en,fr
"Now, if you assume that this greater cross wiring and concepts are also in different parts of the brain, then it's going to create a greater propensity towards metaphorical thinking and creativity in people with synesthesia.","jetzt, wenn man annimmt, dass diese größere querverbindung und konzepte auch in verschiedenen teilen des gehirns vorhanden sind, dann wird es eine größere neigung zu metaphorischem denken und kreativität bei menschen mit synästhesie schaffen.","wenn sie nun davon ausgehen, dass diese querverbindungen und konzepte in verschiedenen bereichen des hirns vorkommen, dann führt das zu einer höheren neigung für metaphorisches denken und kreativität bei synästhesisten.",en,de
"A couple of weeks ago, I was looking at the latest projection by BNP Paribas for when China will have a larger economy than the United States.","ein paar wochen zurück betrachtete ich die neueste prognose von bnp paribas, wann die volksrepublik china eine größere wirtschaft als die vereinigten staaten haben wird.","vor ein paar wochen schaute ich mir die aktuellsten prognosen von bnp paribas an zur frage, wann china eine größere wirtschaft haben wird als die vereinigten staaten.",en,de
"And I'm asking myself, """" What is wrong with me?","und ich frage mich, """" was ist schief mit mir?","was ist los? """" und in diesem moment wurde mein gehirngeplapper,",en,de
We love things like plot twists and red herrings and surprise endings.,wir lieben dinge wie plot-twists und ablenkungen und überraschende enden.,wir lieben sachen wie verdrehte handlungen und falsche fährten und ein überraschendes ende.,en,de
I went in and I took them.,ich ging hinein und nahm sie.,ich beugte mich vor und ich nahm sie.,en,de
"Oh, that's all my time?","entschuldigung, das ist alles meine zeit?","oh, meine zeit ist schon vorbei?",en,de
"You just have to believe me, it is, it is.","du musst mir nur glauben, es ist es, es ist es.","sie müssen mir das einfach mal glauben, es stimmt, es stimmt.",en,de
"When the poet and mystic, Rumi, met his spiritual companion, Shams of Tabriz, one of the first things the latter did was to toss Rumi's books into water and watch the letters dissolve.","wenn der dichter und mystiker, rumi, mit seinem spirituellen begleiter, schams von tabriz, zusammentraf, war eines der ersten dinge, was der letztere tat, rumi's bücher in das wasser zu werfen und die buchstaben aufzulösen.","als der poet und mystiker rumi, seinen spirituellen weggefährten shams tabrizi traf, warf dieser als allererstes rumis bücher ins wasser und sah zu, wie die buchstaben verschwammen.",en,de
It's not the same with language.,es ist nicht dasselbe mit der sprache.,sprache ist nicht dasselbe.,en,de
"In other words, you need to understand how ideas have sex.","in anderen worten bedeutet das, dass sie verstehen müssen, wie ideen sich verpaaren.","mit anderen worten, man muss verstehen, wie ideen sex haben.",en,de
"At the end of the meeting, the chairman of the department, he stood up.","στο τέλος της συνέντευξης, ο προεδρός του διοικητήριου, έστησε το πρόσωπο του.","στο τέλος της συνάντησης, ο πρόεδρος του τμήματος, σηκώθηκε.",en,el
"What first got me thinking about this was a blog post authored earlier this year by Derek K. Miller, who was a science and technology journalist who died of cancer.","το πρώτο που με ενεργάσει για αυτό ήταν ένα ποστ βλογ που συγγράφηκε από τον derek k. miller, που ήταν ένας φημιστής της επιστήμης και της τεχνολογίας που απέθανε από κανκέρ.","αυτό που με έκανε να το σκεφτώ ήταν μια δημοσίευση που είχε γράψει νωρίτερα φέτος ο ντέρεκ κ.μίλερ, επιστημονικός και τεχνολογικός σχολιαστής, ο οποίος πέθανε από καρκίνο.",en,el
"A subtle conditioning process had begun, the implication that normal people don't hear voices and the fact that I did meant that something was very seriously wrong.","ένα σχεδιασμένο κατασκευαστικό πρόγραμμα έγινε, η υπόθεση ότι οι κοινοί άνθρωποι δεν ακούουν φωνές και το ότι εγώ το κάνω σημαίνει ότι κάτι έχει πολύ σειρά λάθος.","μια ανεπαίσθητη διεργασία εξάρτησης είχε αρχίσει, η υπόδειξη ότι οι φυσιολογικοί άνθρωποι δεν ακούν φωνές κι ότι εννοούσα πως μου συνέβαινε κάτι πολύ σοβαρό.",en,el
The population explosion was unstoppable.,η εκπληρώσειση του λαού ήταν ανεπαύσιμη.,η πληθυσμιακή έκρηξη ήταν ασταμάτητη.,en,el
"A lot of the funding that I have managed to raise has gone directly to Treatment Action Campaign and the incredible work that they do, and are still continuing to do in South Africa.","πολλά από το υποστήριξη που έμαθα να συλλέγω χρησιμοποιήθηκε προσωπικά στο treatment action campaign και στην εξαιρετική εργασία που κάνουν και συνεχίζουν να κάνουν σε δυτική αφρική, και συνεχίζουν να κάνουν.","πολλά από τα χρήματα που κατάφερα να συγκεντρώσω έχουν πάει άμεσα στην treatment action campaign και στην απίστευτη δουλειά που κάνουν, και εξακολουθούν να κάνουν, στη νότια αφρική.",en,el
"It was the Editors' Choice in Science, which is a top science magazine.","η επιλογή των επεξεργαστών ήταν στο science, που είναι ένα πρωτεύον περιοδικό για την επιστήμη.","ήταν η """" επιλογή του εκδότη """" στο science, το οποίο είναι ένα κορυφαίο επιστημονικό περιοδικό.",en,el
And this happens with all bodies with atmospheres.,και αυτό συμβαίνει με όλα τα σώματα με αέρα.,αυτό συμβαίνει με όλα τα σώματα με ατμόσφαιρες.,en,el
This is great.,αυτό είναι καλό.,καταπληκτικό.,en,el
And so I made him a golden typewriter through which he could dispense his commands to nephews and nieces around the world as an email.,"και τότε τον εποίησα να έχει ένα τυπώνημα χρυσού, μέσω του οποίου μπορεί να δίνει τα εντολές στους παιδιά του και τις παιδιά του στην κόσμο ως email.",έτσι του έφτιαξα μια χρυσή γραφομηχανή μέσω της οποίας μπορούσε να μεταφέρει τις εντολές του σε ανιψιούς και ανιψιές σε όλον τον κόσμο με μορφή μέιλ.,en,el
So this is how it works.,αυτό είναι πώς λειτουργεί.,έτσι λοιπόν δουλεύει.,en,el
(Applause) That's happened quite a lot though.,(applause) das ist jedoch häufiger der fall.,"(pljesak) ovo se, međutim, dogodilo poprilično mnogo puta.",en,hr
Then I got a call from New York City asking if I could adapt these concepts to Times Square or the High Line.,"dann habe ich einen anruf von new york city erhalten, ob ich diese konzepte anpassen könnte, um sie in times square oder auf der high line anzuwenden.",zatim sam dobila poziv iz new york city-a pitajući me bih li mogla adaptirati te koncepte na times square-u ili na highline-u.,en,hr
"We just spent an entire week talking about innovations and advancements and improvements, but you know why we need all of those innovations and advancements and improvements?","wir haben gerade eine ganze woche über innovationen, fortschritte und verbesserungen gesprochen, aber wissen sie warum wir alle diese innovationen, fortschritte und verbesserungen brauchen?","proveli smo cijeli tjedan govoreći o inovacijama i napretku, i poboljšanjima, ali znate zašto trebamo sve te inovacije, i napredak, i poboljšanja?",en,hr
"They came and went, and I couldn't quite do stuff.","sie kamen und gingen, und ich konnte es nicht genau ausführen.",došli su i prošli i nisam se ničega primio.,en,hr
I want to know how I impact them.,"ich möchte wissen, wie ich auf sie einwirkt.",želim znati kako utječem na njih.,en,hr
"They can heat their bodies 20 degrees above ambient temperature, they can swim at over 40 miles an hour.","sie können ihre körpertemperatur um 20 grad celsius über der umgebungstemperatur erhöhen, sie können schwimmen, über 40 meilen pro stunde.","mogu se zagrijati i do 20 stupnjeva iznad temperature zraka, mogu plivati i preko 40 km / h.",en,hr
I mean there's like — there's a method that can be deployed for various things.,"ich meine, es gibt eine methode, die für verschiedene anwendungen eingesetzt werden kann.","mislim, postoji... postoji metoda koja može biti upotrebljena za različite stvari.",en,hr
"I'm looking out and I'm seeing the cops bashing students' heads, shooting tear gas, and watching students throwing bricks.","ich sehe herum und ich sehe, wie die polizei die köpfe von schülern schlägt, tränengas schießt und schüler steine werfen.","gledam vani i vidim kako policajci lupaju studente po glavama, ispucavaju suzavac, i gledaju kako studenti bacaju cigle na njih.",en,hr
"But I think I felt like it was my job to be miserable, because if I could be miserable, then I would prove how much I loved him.","aber ich dachte, es sei meine aufgabe, unglücklich zu sein, denn wenn ich unglücklich sein könnte, dann beweise ich, wie sehr ich ihn liebe.","na neki sam način smatrala da se moram osjećati jadno jer ako sam mogla biti jadna, to je dokazivalo koliko sam ga voljela.",en,hr
"And he pulled it toward him, like so, and he took the knife and he put it on the tip.","er zog es zu sich hin, wie gezeigt, und er nahm das messer und setzte es auf den spitzenpunkt.","povukao ih prema sebi, ovoliko, uzeo nož i prislonio ga na vrh.",en,hr
"On this picture, you have my father-in-law surrounded by his three beautiful daughters.","ezen a képen található az én feleségem apja, aki három szép lánya körül van.","ezen a képen az apósomat láthatják, három gyönyörű lánya körében.",en,hu
"(Laughter) And I'm like, """" What is this jacked-up metaphor?","(görgő) és én azt mondom, """" mi ez a torzultatott metafora?","(nevetés) és arra gondolok, """" mi ez az elcseszett metafora?",en,hu
(Applause),(aplausz),(taps),en,hu
It's not saying that it's not a big problem.,"nem állítja, hogy nincs nagy probléma.",hogy ez ne lenne nagy probléma!,en,hu
"So this is a work called """" The Sun Shadow. """" And it was almost like a sheet of paper, like a cutout of a childlike drawing of an oil spill or a sun.","így hívjuk a munkát: ""a nap árnyéka"".
ez egyfajta papírszerű volt, mintha egy gyermekrajzolat lenne olajzúzásról vagy napról.","ennek a munkának a címe """" a nap árnyék """". egy papírdarabhoz hasonlatos, egy kivágott gyerekrajzhoz, ami olajfoltot vagy napot ábrázol.",en,hu
"There's been many other seminars and university students, and different things.","vannak sok más előadás és egyetemi hallgató, valamint különböző dolgok.","sok-sok szemináriumon, hallgatóval, különböző dolgokkal.",en,hu
This is really exciting.,ez igazán izgalmas.,ez nagyon izgalmas.,en,hu
One woman straps herself.,a nő magát kötözi.,egy nő gúzsba köti magát.,en,hu
"The oil was running out, and a nuclear winter would finish us off.","az olaj kifogyott, és egy nukleáris télen végzett volna velünk.",az olaj kifogyóban volt. végül a nukleáris tél végzett volna velünk.,en,hu
"And the optical components, if you look at the inset up on the right, we had to figure out a way to manufacture lenses in paper itself at really high throughputs, so it uses a process of self-assembly and surface tension to build achromatic lenses in the paper itself.","a az optikai komponensek figyelembe vételével, amit jobb oldalon a beillesztett képen láthatol, meg kellett oldanunk egy módot arra, hogy a papír magában a saját magában lencséket gyártani kelljen nagy mennyiségben, így egy olyan folyamatot alkalmaztunk, amely a saját összeállításra és feszültségre épül, hogy a papír magában a saját magában achromatikus lencséket építsen.","és az optikai elemek, ha a jobb felső beillesztett képet nézitek, ki kellett találni, hogy hogyan gyártsunk lencsét papírba ágyazva, nagy kivitelben, úgyhogy a folyamat önszerveződésen és felületi feszültségen alapul, hogy színtorzulás-mentes lencsét illesszünk magába a papírba.",en,hu
(Applause) Thank you. (Applause),(aplauso) grazie. (aplauso),(applausi) grazie. (applausi),en,it
So it's possible to run a different type of campaign.,assim é possível executar um tipo diferente de campanha.,quindi è possibile condurre una campagna elettorale differente.,en,it
"That's a huge difference, a seven-fold difference.","isso é uma diferença enorme, uma diferença de sete vezes maior.","c' è una grossa differenza, sette volte tanto.",en,it
"And so I committed — when I left South Africa, when I left Capetown, I told myself, """" This is going to be something that I have to talk about.","e então cometi - ao deixar a áfrica do sul, ao deixar cidade do cabo, eu me disse a mim mesmo: ""isso vai ser algo que vou ter que falar.""","fu allora che mi impegnai - quando lasciai il sud africa, quando lasciai capetown, e dissi a me stessa: """" è un argomento del quale devo parlare.",en,it
I'm Jane McGonigal. I'm a game designer.,eu sou jane mcgonigal. sou uma designer de jogos.,mi chiamo jane mcgonigal. sono un' autrice di videogiochi.,en,it
That was the problem.,aquello era il problema.,questo era il problema.,en,it
Where are economic networks?,onde se encontram as redes econômicas?,dove sono le reti economiche?,en,it
All hell broke loose.,tutto scoppiò a pezzi.,fu un momento di panico generale.,en,it
Think about it: Marketeers spend all their time making us switch from one brand to the other.,pensa a isto: os marketeers gastam todo o seu tempo tentando nos fazer mudar de uma marca para outra.,pensateci: il marketing cerca continuamente di farci passare da una marca all' altra.,en,it
"Now, the most common interpretation of this, which you find in all the psychiatry textbooks, is a Freudian view, and that is that this chap — and the same argument applies to women, by the way, but I'll just talk about guys.","agora, a interpretação mais comum deste, que você encontra em todos os livros de psiquiatria, é uma visão freudiana, e é que este cara - e a mesma lógica se aplica às mulheres, porém vou falar apenas sobre homens -.","ora, l' interpretazione più comune che si trova in tutti i manuali di psichiatria, è una visione freudiana, e cioè che questo tizio — la stessa cosa vale per le donne, ma parlerò solo di uomini —",en,it
This attachment to our own rightness keeps us from preventing mistakes when we absolutely need to and causes us to treat each other terribly.,"jei mūsų atsitiktis į visą tikimybę atitinka, negalimame atitikti klaidų, kai tai reikia, ir taip pat atrodo, kad mūsų vienas iš dvių tikimybėse atrodo, kad vienas iš mūsų atrodo tikimybėse atrodo, kad mūsų vienas iš dvių tikimybėse atrodo, kad mūsų vienas iš dvių tikimybėse atrodo, kad mūsų vienas iš dvių tikimybėse atrodo, kad mūsų vienas iš dvių tikimybėse atrodo, kad mūsų vienas iš dvių tikimybėse atrodo, kad mūsų vienas iš dvių tikimybėse atrodo, kad mūsų vienas iš dvių tikimybėse atrodo, kad mūsų vienas iš dvių tikimybėse atrodo, kad mūsų vienas iš dvių tikimybėse atrodo, kad mūsų vienas iš dvių tikimybėse at","šis prisirišimas prie savo teisumo trukdo mums išvengti klaidų, kuomet mums to visapusiškai reikia ir priverčia mus elgtis siaubingai vieniems su kitais.",en,lt
We would never do it.,mes neleisime tai atlikti.,niekas taip nedaro.,en,lt
"My big idea is a very, very small idea that can unlock billions of big ideas that are at the moment dormant inside us.","mano didelis priežastis yra tikrulis, tikrulis priežastis, kuris gali atvert miliardas didelų priežastių, kuriuos dabar tuščiai susisiekiama visuose mums.","mano didelė idėja tėra mažytė idėja, galinti atverti milijonus didelių idėjų, kurios šiuo metu slypi mumyse.",en,lt
"Now essentially, this represented taking an aggressive stance towards my own mind, a kind of psychic civil war, and in turn this caused the number of voices to increase and grow progressively hostile and menacing.","nuojau, reikia tikrinti, kad šiame atvejau, jis reikalavo būti agresyvumą su savo tinklo, būtinai psychinių kariuomenės, ir taip pat tai pradėjo dėl to, kad skaičius žmonių būtų didesnis ir progressiškai negaliojantis ir ankstiniai.","tuomet iš esmės pasidariau agresyvi prieš savo pačios protą, tai buvo lyg dvasios pilietinis karas, ir pradėjau girdėti daugiau balsų, ir tie balsai pasidarė priešiški ir grėsmingi.",en,lt
CA: Wow.,lt: vėliau.,k. andersonas: tai bent.,en,lt
"It was neutral, impassive and even, after a while, strangely companionate and reassuring, although I did notice that its calm exterior sometimes slipped and that it occasionally mirrored my own unexpressed emotion.","jis metu, vienas atitikmenys buvo neutralus, apažuotas ir, po kelios minučius, taip pat atrodo, kad jis būtinai būtinas ir atšaukinimas, although i did notice that its calm exterior sometimes slipped and that it occasionally mirrored my own unexpressed emotion.","jis buvo neutralus, ramus ir netgi, po kiek laiko, keistai draugiškas ir užtikrinantis. nors kartais pastebėdavau, kad jis atspindėdavo mano neparodytas emocijas.",en,lt
Sputnik quickly became one of the three great shocks to hit America — historians say the equal of Pearl Harbor or 9 / 11.,"sputnik beveik būtis vienas iš trečių didžiausių šokų, kuriuos atsitikėjo amerikos istorikai - istorikai tai yra lygus pearl harbor arba 9/11.","greitai sputnik 'as tapo vienu iš trijų didžiausių amerikos sukrėtimų, istorikų sulyginamas su perl harbor' u ir rugsėjo 11-osios tragedija.",en,lt
But it was a temp job.,"lai, tai būtų laikinė darbas.",bet tai buvo laikinas darbas.,en,lt
"As you can see, these images aren't really special.","kaip galite skaityti, šios nuotraukos nėra tikros specialios.","kaip matote, šie vaizdai nėra kažkuo ypatingi.",en,lt
It's for the number needed to treat.,"jis metu reikia pažymėti, kokia skaičių reikia.",tai skaičius reikalingas pagydyti.,en,lt
"There's been allegations of a $2 billion money trail that leads back to President Vladimir Putin of Russia via his close childhood friend, who happens to be a top cellist.","neki akuzacija za $2 milijardi finansijskog toka vode ka predsedniku vladimiru putinu rusije preko njegovog bliskog djetinjstvenog prijatelja, koji je istovremeno i vrhunski violončelist.","постојат тврдења за трагата на 2 милијарди долари која води до владимир путин, претседателот на русија преку негов другар од детството, кој случајно е врвен виолончелист.",en,mk
the people to save the numbers.,na ljude da spasite brojeve.,луѓето за да ги спасат бројките.,en,mk
So I said something.,"to: mk (macedonian)
from: en (english)

re: i said something

misalim somesheto.",па кажав нешто.,en,mk
How about a $250 million bonus to Mother Teresa?,како би mother teresa добила бонус од 250 милиони долари?,што е со 250 милиони долари бонус до мајка тереза?,en,mk
Solar technology is...,solarna tehnologija je...,соларна технологија е...,en,mk
"C'mon, fire!","veni, foc!","ајде, пукај!",en,mk
"Now, this has already started to have pretty immediate repercussions.","nun, što već počelo da ima vrlo brze praktične posledice.",веќе ги гледаме последиците од ова.,en,mk
"And that's something from my father and something from other capable, generous men that have been in my life.","ime nešto što mi je od oca i nešto što mi je od drugih sposobnih, generoznih muškaraca koji su bili u mojoj životnoj putanji.",ова е нешто од татко ми и нешто од други способни и дарежливи луѓе во мојот живот.,en,mk
"So information that organizations are spending economic effort into concealing, that's a really good signal that when the information gets out, there's a hope of it doing some good — because the organizations that know it best, that know it from the inside out, are spending work to conceal it.","ako organizacijama se troši ekonomski napor da skrivaju informacije, to je izuzetno dobar signal da će informacija, kada bude objavljena, imati šansu da ima neku korist — jer organizacije koje najbolje poznaju, koje poznaju sa unutrašnjosti, troše rad na njenom skrivanju.","информацијата дека организациите трошат огромни економски средства во криење, тоа е навистина добар сигнал, дека кога информацијата ќе биде објавена, има надеж таа да предизвика нешто добро на крајот. бидејќи организациите кои го знаат тоа најдобро, го познаваат суштински, трошат време и пари да го сокријат.",en,mk
"If you get a job at Next Jump, you cannot get fired for performance issues.","ako dobiš posao u next jump-u, ne možeš biti otpušten zbog problema sa performansama.",ако се вработиш во next jump не можеш да добиеш отказ за проблеми од изведувачка природа.,en,mk
There is nobody on the planet who knows how to make a computer mouse.,"na całym świecie nie ma osoby, która umie zrobić myszkę komputerową.",nikt na całym świecie tego nie wie.,en,pl
"And I was looking at that, trying to figure out what it means.","i was looking at that, trying to understand what it means.",zastanawiałem się co to znaczy.,en,pl
He was sitting next to a transvestite with a long black wig and mascara running down her cheeks.,"on his lewym sąsiedziu siedział transseksualista z długą czarną peruką i makijażem, który spłynął po jego twarzy.",siedział obok transwestyty z długą czarną peruką i spływającym po policzkach tuszem do rzęs.,en,pl
It's that you can see the world as it isn't.,"to zobaczyć świat takim, jakim nie jest.","tylko na tym, że możesz widzieć go takim jakim nie jest.",en,pl
"Awful things will happen in this century, I'm absolutely sure.","złe rzeczy nastąpią w tym stuleciu, jestem całkowicie pewny.","okropne rzeczy zdarzą się w tym wieku, jestem pewien.",en,pl
They prioritize.,oni akcentują.,oni ustalają priorytety.,en,pl
"Please, just take 30 seconds, perhaps talk to your neighbor, and just figure out what should be the top priorities and the bottom priorities of the solutions that we have to the world's biggest issues.","proszę, po prostu poświęć 30 sekund, prawdopodobnie rozmawiaj ze swoim sąsiadem, i rozważ, co powinny być najważniejsze priorytety i najmniej ważne priorytety rozwiązań dla największych problemów świata.","proszę, przeznaczcie na to pół minuty, jeśli chcecie, porozmawiajcie z sąsiadem i po prostu wypiszcie, co powinno być na szczycie listy priorytetów i na spodzie listy rozwiązań, które mamy dla największych problemów świata.",en,pl
"And the problem we have in the West at the moment, by and large, is that the conventional approach is that we understand it really in Western terms, using Western ideas.","ilość problemów, których obecnie mamy w zachodzie, głównie polega na tym, że tradycyjny podejście polega na tym, że rozumiemy to raczej z perspektywy zachodu, korzystając z zachodnich idei.","najczęstszy problem ze zrozumieniem chin wynika z postrzegania ich jedynie poprzez pryzmat naszej, zachodniej ideologii.",en,pl
"Through a college prep program, I was able to take part in the National Youth Convention in Philadelphia.","przez program przygotowawczy do studiów, uczestniczyłem w narodowym konwencie młodzieży w filadelfii.",przez szkolny program przygotowawczy mogłem wziąć udział w narodowym zjeździe młodzieży w filadelfii.,en,pl
So the next day I go out.,następnego dnia wychodzę.,natępnego dnia wychodzę.,en,pl
"This type of society is not only possible, it's already on its way.","este tipo de sociedade não só é possível, mas já está em caminho.","este tipo de sociedade não só é possível, como já está a caminho.",en,pt
This is the transformation that took place.,este é o processo de transformação que ocorreu.,esta é a transformação que aconteceu.,en,pt
"I was very, very fortunate a couple of years later to have met Zackie Achmat, the founder of Treatment Action Campaign, an incredible campaigner and activist.","foi muito, muito sortudo em encontrar zackie achmat, fundador da treatment action campaign, um incrível ativista e ativista, alguns anos depois.","eu tive muita, muita sorte uns anos depois por ter conhecido zackie achmat, o fundador da campanha acção tratamento, um militante e activista fora de série.",en,pt
"And if you actually look in their brains, you see that they're flooded with these neurotransmitters that are really good at inducing learning and plasticity, and the inhibitory parts haven't come on yet.","e se você realmente olhar no seu cérebro, você vê que eles estão inundados com esses neurotransmissores que são realmente bons para induzir aprendizagem e plasticidade, e as partes inibitórias ainda não entraram em ação.","se observarmos os seus cérebros, vemos que estão repletos de neurotransmissores muito bons a estimular a aprendizagem e a plasticidade, e que os mecanismos inibidores ainda não se desenvolveram.",en,pt
Many countries that you represent and where I come from struggle with the cost of healthcare.,muitos países que você representa e onde eu vem lutam com o custo do cuidado de saúde.,muitos dos países que vocês representam e de onde eu venho estão a debater-se com o custo dos cuidados de saúde.,en,pt
"They were all working for me, to make a mouse for me.","eles estavam trabalhando para mim, para fazer um rato para mim.","todos eles estavam a trabalhar para mim, para me fazer um mouse.",en,pt
"And since then, the European Union is going to be creating central registers at a national level of who really owns and controls companies across Europe.","desde então, a união europeia vai criar registros centrais a nível nacional de quem realmente possui e controla as empresas por toda a europa.","desde então, a união europeia vai criar registos centrais a nível nacional de quem realmente possui e controla empresas por toda a europa.",en,pt
So they're bad at getting rid of all the interesting things that could tell them something and just looking at the thing that's important.,"assim, eles têm dificuldade em remover tudo o que é interessante e apenas focar no que é importante.",eles são maus a livrarem-se de tudo o que os rodeia e a focarem-se apenas no que é importante.,en,pt
"Now living in Europe, he can choose to go to Germany that has a well-reputed healthcare system.","agora residindo na europa, ele pode escolher ir para a alemanha, que possui um sistema de saúde de alta reputação.","como mora na europa, ele pode optar por ir para a alemanha que tem um sistema de cuidados de saúde com uma boa reputação.",en,pt
And what Bayes showed was a mathematical way that you could do that.,e o que bayes mostrou foi uma maneira matemática de fazer isso.,e o que bayes demonstrou foi um método matemático que permite fazer isso,en,pt
(Noise) But they react to foreground sounds. You'll hear that in a second.,(zgomot) darunt reacționează la sunete din planul de față. va auzi acest lucru în scurt timp.,"(zgomot) dar reacționează la sunete proeminente. așteptați o secundă, să vedeți.",en,ro
They were a highly cooperative species.,ei erau o specie foarte cooperative.,erau o specie foarte înclinată spre cooperare.,en,ro
"And to me, if you really want to rediscover wonder, you need to step outside of that tiny, terrified space of rightness and look around at each other and look out at the vastness and complexity and mystery of the universe and be able to say, """" Wow, I don't know.","și pentru mine, dacă adevărat doriți să redescoperi minunarea, trebuie să ieșiți din acel mic spațiu de teamă al corectitudinii și să vedeți unul pe celălalt și să vedeți în afară la vastitatea și complexitatea și misterul universului și să puteți spune, """" wow, nu știu.""","iar pentru mine, dacă vrei cu adevărat să redescoperi uimirea, trebuie să ieşi din acel spaţiu mărunt, terifiant al dreptăţii și să te uiţi la cei din jur, să te uiţi la întinderea, complexitatea şi misterul universului şi să poţi spune """" wow, nu ştiu.",en,ro
"And on the left side, you'll see the processed video where the camera has made him invisible.",pe pe partea stângă vezi video-ul procesat în care camera l-a făcut invizibil.,"iar în partea stângă, veți putea vedea videoclipul procesat în care camera l-a făcut invizibil.",en,ro
I am for chocolate donuts.,eu sunt pentru donuțe cu ciocolată.,sau pentru o gogoaşă cu ciocolată.,en,ro
Why is it it came up?,de ce a apărut?,de ce a apărut?,en,ro
Heart-healthy dinner is a very important part of restorative seafood.,mâncare sănătos pentru inima reprezintă o parte foarte importantă a alimentației restaurative cu pește.,masa sănătoasă pentru inimă e o parte foarte importantă a restaurării produselor mării.,en,ro
JA: So this is a sample of what we do sort of every day.,ro: aceasta este o probă a lucrului pe care îl facem de obicei zilnic.,ja: este o mostră din ceea ce facem cam în fiecare zi.,en,ro
"So as we are facing all the multiple crises in our world at the moment, what is good for us on a personal level, what's going to bring more joy, gratitude, effectiveness in our lives and be the best for our own careers is also what is best for the world.","atunci când ne confruntăm cu toate crizele multiple ale lumii în prezent, ce este bine pentru noi pe nivel personal, ceea ce va aduce mai multă bucurie, gratitudine, eficacitate în viața noastră și va fi cel mai bine pentru cariera noastră este și ceea ce este cel mai bine pentru lume.","aşa că pe măsură ce ne confruntăm cu crize multiple în lumea noastră de acum, ce e bine pentru noi la nivel personal, ce ne va aduce mai multă bucurie, recunoştinţă, eficacitate în vieţile noastre şi ar fi perfect pentru carierele noastre e de asemenea cel mai bine pentru lume.",en,ro
"Open the plan up, and, in one click, jump.","deschide-l planul și, într-un singur click, să ai salt.","deschide planul, și, cu un singur click, intră.",en,ro
"But the core values: well, capable, generous men do not create victims; they nurture victims.","ale fundamentala vrednosti: dobar, sposoben, generozan čovek ne stvara žrtve; oni ih uzgajaju.","ale základné hodnoty: schopní, veľkorysí ľudia nevytvárajú obete, starajú sa o ne.",en,sk
"You have a cardboard box with a mirror in the middle, and then you put the phantom — so my first patient, Derek, came in.","ik heb een kartonnen doos met een spiegel in het midden, en dan plaatste ik de spook, dus mijn eerste patiënt, derek, kwam binnen.","máte kartónovú krabicu so zrkadlom v strede a potom vložíte fantóma - takže, môj prvý pacient, derek, vstúpil.",en,sk
Ninety-nine percent of you.,99 procent av er.,99 percent z vás.,en,sk
We've gone beyond the capacity of the human mind to an extraordinary degree.,vi har gått utöver det mänskliga hjärnans kapacitet på en extraordinär grad.,kapacitu ľudskej mysle sme prekročili do pozoruhodnej miery.,en,sk
"It was completely new, and no one had done it before, including adults. (Laughter) BL: Including the teachers, and that was really hard for the teachers.","det var helt nytt, och ingen hade gjort det förr, inte ens vuxna. (skratt) bl: inklusive lärarna, och det var verkligen svårt för lärarna.","bolo to niečo úplne nové a nikto to nikdy predtým nevyskúšal, dospelých nevynímajúc. (smiech) bl: a nevynímajúc aj učiteľov, a to bolo pre nich naozaj ťažké.",en,sk
What we have here is a list of old viruses.,här finns en lista över gamla virus.,tu máme zoznam starých vírusov.,en,sk
"Another theory is they are acid junkies and potheads, right?","en annan teori är att de är surhetsmissbrukare och hashbrukare, rätt?","ďaľšia tvrdí, že sú to feťáci a húliči.",en,sk
So where are all these coming from then?,så därifrån kommer allt detta då?,takže odkiaľ všetky prichádzajú?,en,sk
"You basically published something there, ran into trouble with a bank, then the news service there was injuncted from running the story.","du har i huvudsak publicerat något där, stötte på problem med en bank, och sedan förbjöds nyhetsbyrån där att publicera historien.","niečo ste tam zverejnili, dostali sa do problémov s bankou a spravodajské služby tam dostali zákaz publikovať to.",en,sk
"Racial discrimination, legally, had existed for 100 years, from 1865 at the end of the War Between the States, the Civil War, all the way up to the 1960s, when Lyndon Johnson got the bills passed for equal rights.","rasistisk diskriminering, juridiskt sett, har funnits i 100 år, från 1865 vid slutet av det amerikanska inbördeskriget, kallat amerikanska inbördeskriget, ända upp till 1960-talet, då lyndon johnson lyckades få igenom lagar för lika rättigheter.","rasová diskriminácia vtedy legálne existovala 100 rokov, od roku 1865, od občianskej vojny, cez 60. roky, keď lyndon johnson presadil zákony o rovnakých právach.",en,sk
Roger. I got 'em.,roger. imam ihne.,razumem. zadel sem jih.,en,sl
"I hit my head on my desk. I broke my cheekbone, I got five stitches on my right eye.","ja slog svojo glavo na stol. pretrpelil sem zlom čeljusti, prejel sem pet šivk na desnem očesu.",glava mi je omahnila in zlomila sem si ličnico. dobila sem pet šivov na mojem desnem očesu.,en,sl
