Source,Hypothesis,Reference,Source Language,Target Language
"Voice: Signed card detected.MT: Well, sometimes people ask me how do you become a magician? Is it a 9-to-5 job?","voice: tunnetut kortit on havaittu.mt: no, joskus ihmiset kysyvät minulta, miten teistä tulee taiteilija? onko se 9-to-5-työ?","ääni: merkitty kortti havaittu. mt: no, joskus ihmiset kysyvät kuinka tulla taikuriksi? onko se yhdeksästä-viiteen-työ?",en,fi
"She's anesthetized, the surgeon does his thing — stitches her back up, sends her out to the recovery room.","hän on anestetoitu, kirurgi tekee sen, mitä hän on tehnyt: hän siirtää hänet takaisin, lähettää hänet takaisin terveydenhoitoalueeseen.","hänet nukutettiin ja kirurgi teki työnsä, ompeli tikit ja nainen vietiin herättämöön.",en,fi
"This version of love allows us to say things like, ""Hey, we're not very good collaborators. Maybe this isn't for us.""","cette version de l'amour nous permet de dire des choses comme, ""hé, nous ne sommes pas très bons collaborateurs. peut-être ce n'est pas pour nous.""",cette version de l' amour nous permet de dire: « nous ne collaborons pas bien. ce n' est peut-être pas pour nous. »,en,fr
"There, I was exposed to people from all sorts of faiths and cultures, and that experience proved to be fundamental to the development of my character.","là, j'ai été exposée à des gens de toutes sortes de croyances et de cultures, et cette expérience s'est révélée fondamentale pour le développement de mon caractère.","là-bas, je côtoyais des gens de toutes religions et cultures, et cette expérience a été déterminante pour mon développement personnel.",en,fr
"We will find that these children, too, have a real chance of breaking their way out of poverty.","nous constaterons que ces enfants, eux aussi, ont une chance réelle de sortir de la pauvreté.","nous verrons que ces enfants, eux aussi, ont une vraie chance de vaincre la pauvreté.",en,fr
"(Applause) As doctors, we fight with diseases that take a long time and effort to heal — if they do.","(applaus) en tant que médecins, nous luttons contre des maladies qui prennent beaucoup de temps et d'efforts pour s'éliminer - s'ils le font.","(applaudissements) en tant que médecins, nous luttons contre des maladies qui ont nécessitent du temps, des efforts pour guérir — quand elles guérissent.",en,fr
"Gusty entered her boldly and made love to her rhythmically while she filmed him, because she was a keen amateur pornographer.","gusty s'est entretenu avec courage et l'a aimée de façon rhythmique pendant qu'elle l'a filmé, parce qu'elle était une très passionnée pornographe amateure.","gusty entra en elle hardiment, et lui fit l' amour avec rythme. alors qu' elle le filmait, car elle était pornographe amateur.",en,fr
So we used the same window vocabulary to construct our own frame or grid that's suspended in the room and that can be viewed from two sides.,nous avons donc utilisé le même vocabulaire de fenêtre pour construire notre propre cadre ou grille suspendue dans la salle et qui peut être vue de deux côtés.,"et nous avons utilisé le vocabulaire de cette fenêtre pour construire notre cadre, notre grille, qui est suspendue dans la pièce et que l' on peut voir des deux côtés.",en,fr
Not just showing up every now and then.,ce n'est pas qu'il se présente de temps en temps.,pas juste de temps en temps.,en,fr
It's pretty straightforward.,c'est très simple.,c' est très clair.,en,fr
"AG: Okay, hypothesis two.","ag: ok, hypothèse deux.","ag: ok, hypothèse numéro deux.",en,fr
"Many of them get destroyed, believe it or not, or they get simply shelved, out of sight and out of mind.","beaucoup d'entre eux sont détruits, croyez-le ou non, ou ils sont simplement laissés à l'abri, hors de vue et hors de l'esprit.","beaucoup d' entre eux sont détruits, croyez-le ou non, ou ils sont simplement remisés, loin des yeux, loin du cœur.",en,fr
"Now, if you assume that this greater cross wiring and concepts are also in different parts of the brain, then it's going to create a greater propensity towards metaphorical thinking and creativity in people with synesthesia.","wenn man nun davon ausgeht, dass diese größere verknüpfung und konzepte auch in verschiedenen teilen des gehirns vorhanden sind, dann wird es eine größere tendenz zu metaphorischem denken und kreativität bei menschen mit synesthesie schaffen.","wenn sie nun davon ausgehen, dass diese querverbindungen und konzepte in verschiedenen bereichen des hirns vorkommen, dann führt das zu einer höheren neigung für metaphorisches denken und kreativität bei synästhesisten.",en,de
"A couple of weeks ago, I was looking at the latest projection by BNP Paribas for when China will have a larger economy than the United States.","vor ein paar wochen schaute ich auf die neueste prognose von bnp paribas, wann china eine größere wirtschaft als die vereinigten staaten haben wird.","vor ein paar wochen schaute ich mir die aktuellsten prognosen von bnp paribas an zur frage, wann china eine größere wirtschaft haben wird als die vereinigten staaten.",en,de
"And I'm asking myself, """" What is wrong with me?","und ich frage mich: """" was ist mit mir falsch?","was ist los? """" und in diesem moment wurde mein gehirngeplapper,",en,de
We love things like plot twists and red herrings and surprise endings.,wir lieben dinge wie plot twists und red herrings und überraschende enden.,wir lieben sachen wie verdrehte handlungen und falsche fährten und ein überraschendes ende.,en,de
I went in and I took them.,ich ging hinein und nahm sie.,ich beugte mich vor und ich nahm sie.,en,de
"Oh, that's all my time?","oh, das ist meine ganze zeit?","oh, meine zeit ist schon vorbei?",en,de
"You just have to believe me, it is, it is.","sie müssen mir nur glauben, es ist, es ist.","sie müssen mir das einfach mal glauben, es stimmt, es stimmt.",en,de
"When the poet and mystic, Rumi, met his spiritual companion, Shams of Tabriz, one of the first things the latter did was to toss Rumi's books into water and watch the letters dissolve.","als der dichter und mystiker rumi seinen spirituellen begleiter, shams of tabriz, traf, war eine der ersten dinge, die dieser tat, rumis bücher ins wasser zu werfen und zu beobachten, wie die buchstaben sich lösen.","als der poet und mystiker rumi, seinen spirituellen weggefährten shams tabrizi traf, warf dieser als allererstes rumis bücher ins wasser und sah zu, wie die buchstaben verschwammen.",en,de
It's not the same with language.,es ist nicht dasselbe mit sprache.,sprache ist nicht dasselbe.,en,de
"In other words, you need to understand how ideas have sex.","mit anderen worten, man muss verstehen, wie ideen sex haben.","mit anderen worten, man muss verstehen, wie ideen sex haben.",en,de
(Applause) That's happened quite a lot though.,"(pljesak) no, to se dogodilo poprilično puno.","(pljesak) ovo se, međutim, dogodilo poprilično mnogo puta.",en,hr
Then I got a call from New York City asking if I could adapt these concepts to Times Square or the High Line.,onda sam dobio poziv iz new yorka pitajući me mogu li ove koncepte prilagoditi times squareu ili high lineu.,zatim sam dobila poziv iz new york city-a pitajući me bih li mogla adaptirati te koncepte na times square-u ili na highline-u.,en,hr
"We just spent an entire week talking about innovations and advancements and improvements, but you know why we need all of those innovations and advancements and improvements?","proveli smo cijeli tjedan pričajući o inovacijama i napretku i poboljšanjima, ali znate zašto trebamo sve te inovacije i napretke i poboljšanje?","proveli smo cijeli tjedan govoreći o inovacijama i napretku, i poboljšanjima, ali znate zašto trebamo sve te inovacije, i napredak, i poboljšanja?",en,hr
"They came and went, and I couldn't quite do stuff.","došli su i otišli, a ja nisam baš mogao raditi.",došli su i prošli i nisam se ničega primio.,en,hr
I want to know how I impact them.,želim znati kako na njih utječem.,želim znati kako utječem na njih.,en,hr
"They can heat their bodies 20 degrees above ambient temperature, they can swim at over 40 miles an hour.","mogu zagrijati svoje tijelo 20 stupnjeva iznad okoline temperature, mogu plivati preko 40 milja na sat.","mogu se zagrijati i do 20 stupnjeva iznad temperature zraka, mogu plivati i preko 40 km / h.",en,hr
I mean there's like — there's a method that can be deployed for various things.,"mislim, postoji metoda koja se može primjeniti na različite stvari.","mislim, postoji... postoji metoda koja može biti upotrebljena za različite stvari.",en,hr
"I'm looking out and I'm seeing the cops bashing students' heads, shooting tear gas, and watching students throwing bricks.","gledam van i vidim kako policajci bašu glave studenata, puše sučni plin, i gledam kako studenti bacaju cigle.","gledam vani i vidim kako policajci lupaju studente po glavama, ispucavaju suzavac, i gledaju kako studenti bacaju cigle na njih.",en,hr
"But I think I felt like it was my job to be miserable, because if I could be miserable, then I would prove how much I loved him.","ali mislim da sam se osjećao kao da je moj posao biti nesretna, jer ako bih mogla biti nesretna, onda bih dokazala koliko ga volim.","na neki sam način smatrala da se moram osjećati jadno jer ako sam mogla biti jadna, to je dokazivalo koliko sam ga voljela.",en,hr
"And he pulled it toward him, like so, and he took the knife and he put it on the tip.","i povukao ga je prema njemu, ovako, i uzeo je nož i stavio ga na vrh.","povukao ih prema sebi, ovoliko, uzeo nož i prislonio ga na vrh.",en,hr
(Applause) Thank you. (Applause),(applauso) grazie. (applauso),(applausi) grazie. (applausi),en,it
So it's possible to run a different type of campaign.,quindi è possibile organizzare un tipo diverso di campagna.,quindi è possibile condurre una campagna elettorale differente.,en,it
"That's a huge difference, a seven-fold difference.","è una differenza enorme, una differenza sette volte maggiore.","c' è una grossa differenza, sette volte tanto.",en,it
"And so I committed — when I left South Africa, when I left Capetown, I told myself, """" This is going to be something that I have to talk about.","e così mi sono impegnato — quando ho lasciato il sudafrica, quando ho lasciato capetown, mi sono detto, """" questo sarà qualcosa di cui devo parlare.","fu allora che mi impegnai - quando lasciai il sud africa, quando lasciai capetown, e dissi a me stessa: """" è un argomento del quale devo parlare.",en,it
I'm Jane McGonigal. I'm a game designer.,sono jane mcgonigal. sono un game designer.,mi chiamo jane mcgonigal. sono un' autrice di videogiochi.,en,it
That was the problem.,questo era il problema.,questo era il problema.,en,it
Where are economic networks?,dove sono le reti economiche?,dove sono le reti economiche?,en,it
All hell broke loose.,l'inferno si è spezzato.,fu un momento di panico generale.,en,it
Think about it: Marketeers spend all their time making us switch from one brand to the other.,pensateci: i commerciali passano tutto il loro tempo facendoci passare da una marca all'altra.,pensateci: il marketing cerca continuamente di farci passare da una marca all' altra.,en,it
"Now, the most common interpretation of this, which you find in all the psychiatry textbooks, is a Freudian view, and that is that this chap — and the same argument applies to women, by the way, but I'll just talk about guys.","ora, la più comune interpretazione di questo, che si trova in tutti i manuali di psichiatria, è una visione freudiana, e cioè che questo tizio - e lo stesso ragionamento vale per le donne, comunque, ma parlerò solo degli uomini.","ora, l' interpretazione più comune che si trova in tutti i manuali di psichiatria, è una visione freudiana, e cioè che questo tizio — la stessa cosa vale per le donne, ma parlerò solo di uomini —",en,it
This attachment to our own rightness keeps us from preventing mistakes when we absolutely need to and causes us to treat each other terribly.,"šis prisirišimas prie mūsų pačių teisingumo apsaugo mus nuo klaidų prevencijos, kai mums tikrai reikia, ir sukelia mus elgtis vienas su kitu baisiai.","šis prisirišimas prie savo teisumo trukdo mums išvengti klaidų, kuomet mums to visapusiškai reikia ir priverčia mus elgtis siaubingai vieniems su kitais.",en,lt
We would never do it.,mes niekada to nepadarytume.,niekas taip nedaro.,en,lt
"My big idea is a very, very small idea that can unlock billions of big ideas that are at the moment dormant inside us.","mano didžioji idėja yra labai, labai maža idėja, kuri gali atversti milijardus didelių idėjų, kurios šiuo metu slapta mūsų viduje.","mano didelė idėja tėra mažytė idėja, galinti atverti milijonus didelių idėjų, kurios šiuo metu slypi mumyse.",en,lt
"Now essentially, this represented taking an aggressive stance towards my own mind, a kind of psychic civil war, and in turn this caused the number of voices to increase and grow progressively hostile and menacing.","dabar iš esmės tai atspindėjo agresyvų požiūrį į mano paties protą, tam tikrą psichinę pilietinę karą, ir savo ruožtu tai sukėlbalsų skaičiaus didėjimą ir vis labiau neigiamą ir grėsmingą augimą.","tuomet iš esmės pasidariau agresyvi prieš savo pačios protą, tai buvo lyg dvasios pilietinis karas, ir pradėjau girdėti daugiau balsų, ir tie balsai pasidarė priešiški ir grėsmingi.",en,lt
CA: Wow.,ca: wow.,k. andersonas: tai bent.,en,lt
"It was neutral, impassive and even, after a while, strangely companionate and reassuring, although I did notice that its calm exterior sometimes slipped and that it occasionally mirrored my own unexpressed emotion.","jis buvo neutralus, nepalankus ir net, po kurio laiko, keistai bendradarbiauja ir užtikrina, nors aš pastebėjau, kad jo rami išorės kartais nuslinksta ir kad ji kartais atspindi mano pačių neišreikšta emocija.","jis buvo neutralus, ramus ir netgi, po kiek laiko, keistai draugiškas ir užtikrinantis. nors kartais pastebėdavau, kad jis atspindėdavo mano neparodytas emocijas.",en,lt
Sputnik quickly became one of the three great shocks to hit America — historians say the equal of Pearl Harbor or 9 / 11.,"sputnik greitai tapo vienu iš trijų didelių sukrėtimų, įžeidžiančių ameriką — istorikai sako, lygiai pearl harbor arba 9 / 11.","greitai sputnik 'as tapo vienu iš trijų didžiausių amerikos sukrėtimų, istorikų sulyginamas su perl harbor' u ir rugsėjo 11-osios tragedija.",en,lt
But it was a temp job.,bet tai buvo temp darbas.,bet tai buvo laikinas darbas.,en,lt
"As you can see, these images aren't really special.","kaip matote, šie vaizdai nėra tikrai ypatingi.","kaip matote, šie vaizdai nėra kažkuo ypatingi.",en,lt
It's for the number needed to treat.,tai už skaičių reikia gydyti.,tai skaičius reikalingas pagydyti.,en,lt
"There's been allegations of a $2 billion money trail that leads back to President Vladimir Putin of Russia via his close childhood friend, who happens to be a top cellist.","постојат претпоставки за 2 милијарди долари кои го водат назад кон претседателот владимир путин од русија преку неговиот блиски пријател од детството, кој, се чини, е еден од најдобрите музичари.","постојат тврдења за трагата на 2 милијарди долари која води до владимир путин, претседателот на русија преку негов другар од детството, кој случајно е врвен виолончелист.",en,mk
the people to save the numbers.,луѓето да ги спасат бројките.,луѓето за да ги спасат бројките.,en,mk
So I said something.,"па, си реков нешто.",па кажав нешто.,en,mk
How about a $250 million bonus to Mother Teresa?,што е со бонус од 250 милиони долари за мајка тереза?,што е со 250 милиони долари бонус до мајка тереза?,en,mk
Solar technology is...,соларната технологија е...,соларна технологија е...,en,mk
"C'mon, fire!","ајде, оган!","ајде, пукај!",en,mk
"Now, this has already started to have pretty immediate repercussions.",ова веќе почна да има неочекувани последици.,веќе ги гледаме последиците од ова.,en,mk
"And that's something from my father and something from other capable, generous men that have been in my life.","и тоа е нешто од татко ми и нешто од другите способни, дарежливи мажи кои биле во мојот живот.",ова е нешто од татко ми и нешто од други способни и дарежливи луѓе во мојот живот.,en,mk
"So information that organizations are spending economic effort into concealing, that's a really good signal that when the information gets out, there's a hope of it doing some good — because the organizations that know it best, that know it from the inside out, are spending work to conceal it.","значи информациите кои организациите трошат економски напор за да ги прикријат, тоа е навистина добар сигнал дека кога информациите ќе излезат, има надеж дека ќе прават нешто добро — бидејќи организациите кои ги знаат најдобро, кои ги знаат одвнатре, трошат работа за да ги прикријат.","информацијата дека организациите трошат огромни економски средства во криење, тоа е навистина добар сигнал, дека кога информацијата ќе биде објавена, има надеж таа да предизвика нешто добро на крајот. бидејќи организациите кои го знаат тоа најдобро, го познаваат суштински, трошат време и пари да го сокријат.",en,mk
"If you get a job at Next Jump, you cannot get fired for performance issues.","ако добиете работа во next jump, не можете да бидете отпуштени поради проблеми со перформансот.",ако се вработиш во next jump не можеш да добиеш отказ за проблеми од изведувачка природа.,en,mk
There is nobody on the planet who knows how to make a computer mouse.,"nie ma nikogo na planecie, kto wie, jak stworzyć mysz komputerową.",nikt na całym świecie tego nie wie.,en,pl
"And I was looking at that, trying to figure out what it means.","i patrzyłem na to, próbując zrozumieć, co to znaczy.",zastanawiałem się co to znaczy.,en,pl
He was sitting next to a transvestite with a long black wig and mascara running down her cheeks.,siedział obok transwestycji z długim czarnym wigiem i maskarą biegnącą w dół jej twarzy.,siedział obok transwestyty z długą czarną peruką i spływającym po policzkach tuszem do rzęs.,en,pl
It's that you can see the world as it isn't.,"to, że możesz zobaczyć świat tak, jak on nie jest.","tylko na tym, że możesz widzieć go takim jakim nie jest.",en,pl
"Awful things will happen in this century, I'm absolutely sure.","jestem absolutnie pewna, że w tym stuleciu się wydarzy wiele nieszczęśliwych rzeczy.","okropne rzeczy zdarzą się w tym wieku, jestem pewien.",en,pl
They prioritize.,zajmują się priorytetami.,oni ustalają priorytety.,en,pl
"Please, just take 30 seconds, perhaps talk to your neighbor, and just figure out what should be the top priorities and the bottom priorities of the solutions that we have to the world's biggest issues.","proszę, poświęcić 30 sekund, być może porozmawiać z sąsiadem, i po prostu dowiedzieć się, jakie powinny być najważniejsze priorytety i najniższe priorytety rozwiązań, które mamy do największych problemów na świecie.","proszę, przeznaczcie na to pół minuty, jeśli chcecie, porozmawiajcie z sąsiadem i po prostu wypiszcie, co powinno być na szczycie listy priorytetów i na spodzie listy rozwiązań, które mamy dla największych problemów świata.",en,pl
"And the problem we have in the West at the moment, by and large, is that the conventional approach is that we understand it really in Western terms, using Western ideas.","a problem, jaki obecnie mamy na zachodzie, w dużej mierze, to, że konwencjonalne podejście polega na tym, że rozumiemy go naprawdę w zachodnich terminach, używając zachodnich idei.","najczęstszy problem ze zrozumieniem chin wynika z postrzegania ich jedynie poprzez pryzmat naszej, zachodniej ideologii.",en,pl
"Through a college prep program, I was able to take part in the National Youth Convention in Philadelphia.","dzięki programowi przygotowania do studiów, byłem w stanie wziąć udział w narodowej konwencji młodzieży w filadelfii.",przez szkolny program przygotowawczy mogłem wziąć udział w narodowym zjeździe młodzieży w filadelfii.,en,pl
So the next day I go out.,i tak następnego dnia wyszedłem na zewnątrz.,natępnego dnia wychodzę.,en,pl
"This type of society is not only possible, it's already on its way.","este tipo de sociedade não é apenas possível, já está a caminho.","este tipo de sociedade não só é possível, como já está a caminho.",en,pt
This is the transformation that took place.,esta é a transformação que teve lugar.,esta é a transformação que aconteceu.,en,pt
"I was very, very fortunate a couple of years later to have met Zackie Achmat, the founder of Treatment Action Campaign, an incredible campaigner and activist.","tive muita sorte, alguns anos depois, de conhecer zackie achmat, o fundador da """" treatment action campaign """", um incrível defensor e ativista.","eu tive muita, muita sorte uns anos depois por ter conhecido zackie achmat, o fundador da campanha acção tratamento, um militante e activista fora de série.",en,pt
"And if you actually look in their brains, you see that they're flooded with these neurotransmitters that are really good at inducing learning and plasticity, and the inhibitory parts haven't come on yet.","e se olharmos para os seus cérebros, vemos que estão inundados com estes neurotransmistores que são muito bons a inducir aprendizagem e plasticidade, e as partes inibidoras ainda não aparecem.","se observarmos os seus cérebros, vemos que estão repletos de neurotransmissores muito bons a estimular a aprendizagem e a plasticidade, e que os mecanismos inibidores ainda não se desenvolveram.",en,pt
Many countries that you represent and where I come from struggle with the cost of healthcare.,muitos países que vocês representam e de onde eu venho lutam contra os custos dos cuidados de saúde.,muitos dos países que vocês representam e de onde eu venho estão a debater-se com o custo dos cuidados de saúde.,en,pt
"They were all working for me, to make a mouse for me.","eles estavam todos a trabalhar para mim, para fazer um rato para mim.","todos eles estavam a trabalhar para mim, para me fazer um mouse.",en,pt
"And since then, the European Union is going to be creating central registers at a national level of who really owns and controls companies across Europe.","e desde então, a união europeia vai criar registos centrais a um nível nacional de quem realmente possui e controla empresas em toda a europa.","desde então, a união europeia vai criar registos centrais a nível nacional de quem realmente possui e controla empresas por toda a europa.",en,pt
So they're bad at getting rid of all the interesting things that could tell them something and just looking at the thing that's important.,"por isso, são maus a libertar-se de todas as coisas interessantes que lhes podiam dizer alguma coisa e a olhar apenas para as coisas que são importantes.",eles são maus a livrarem-se de tudo o que os rodeia e a focarem-se apenas no que é importante.,en,pt
"Now living in Europe, he can choose to go to Germany that has a well-reputed healthcare system.","agora, a viver na europa, ele pode escolher ir para a alemanha que tem um sistema de saúde reputado.","como mora na europa, ele pode optar por ir para a alemanha que tem um sistema de cuidados de saúde com uma boa reputação.",en,pt
And what Bayes showed was a mathematical way that you could do that.,e o que bayes mostrou foi uma forma matemática de fazer isso.,e o que bayes demonstrou foi um método matemático que permite fazer isso,en,pt
(Noise) But they react to foreground sounds. You'll hear that in a second.,( zgomot) dar acestea reacţionează la zgomotele din imagine. veţi auzi acest lucru în câteva secunde.,"(zgomot) dar reacționează la sunete proeminente. așteptați o secundă, să vedeți.",en,ro
They were a highly cooperative species.,au fost o specie extrem de cooperantă.,erau o specie foarte înclinată spre cooperare.,en,ro
"And to me, if you really want to rediscover wonder, you need to step outside of that tiny, terrified space of rightness and look around at each other and look out at the vastness and complexity and mystery of the universe and be able to say, """" Wow, I don't know.","şi pentru mine, dacă doriţi cu adevărat să redeschideţi uimirea, trebuie să ieşiţi din acel spaţiu mic, îngrozitor al corectitudinii şi să vă uitaţi unii la alţii şi să vă uitaţi la vastitatea şi complexitatea şi misterul universului şi să puteţi spune, """" uau, nu ştiu.","iar pentru mine, dacă vrei cu adevărat să redescoperi uimirea, trebuie să ieşi din acel spaţiu mărunt, terifiant al dreptăţii și să te uiţi la cei din jur, să te uiţi la întinderea, complexitatea şi misterul universului şi să poţi spune """" wow, nu ştiu.",en,ro
"And on the left side, you'll see the processed video where the camera has made him invisible.","şi pe partea de stânga, veţi vedea video-ul procesat în care camera l-a făcut invizibil.","iar în partea stângă, veți putea vedea videoclipul procesat în care camera l-a făcut invizibil.",en,ro
I am for chocolate donuts.,sunt în favoarea donutelor de chocolate.,sau pentru o gogoaşă cu ciocolată.,en,ro
Why is it it came up?,de ce a apărut?,de ce a apărut?,en,ro
Heart-healthy dinner is a very important part of restorative seafood.,o masă sănătoasă pentru inimă este o parte foarte importantă a fructelor de mare regenerative.,masa sănătoasă pentru inimă e o parte foarte importantă a restaurării produselor mării.,en,ro
JA: So this is a sample of what we do sort of every day.,"ja: aşadar, acesta este un exemplu al ceea ce facem în fiecare zi.",ja: este o mostră din ceea ce facem cam în fiecare zi.,en,ro
"So as we are facing all the multiple crises in our world at the moment, what is good for us on a personal level, what's going to bring more joy, gratitude, effectiveness in our lives and be the best for our own careers is also what is best for the world.","aşadar, pe măsură ce ne confruntăm cu toate crizele multiple din lumea noastră în acest moment, ceea ce este bun pentru noi la nivel personal, ceea ce va aduce mai multă bucurie, recunoştinţă, eficienţă în viaţa noastră şi va fi cel mai bun pentru carierele noastre este, de asemenea, ceea ce este mai bun pentru lume.","aşa că pe măsură ce ne confruntăm cu crize multiple în lumea noastră de acum, ce e bine pentru noi la nivel personal, ce ne va aduce mai multă bucurie, recunoştinţă, eficacitate în vieţile noastre şi ar fi perfect pentru carierele noastre e de asemenea cel mai bine pentru lume.",en,ro
"Open the plan up, and, in one click, jump.","închideţi planul şi, într-un singur click, saltaţi.","deschide planul, și, cu un singur click, intră.",en,ro
Roger. I got 'em.,roger. dobil sem jih.,razumem. zadel sem jih.,en,sl
"I hit my head on my desk. I broke my cheekbone, I got five stitches on my right eye.",udaril sem z glavo na mizo. zlomil sem kosti na obrazu in imel pet šivi na desnem oku.,glava mi je omahnila in zlomila sem si ličnico. dobila sem pet šivov na mojem desnem očesu.,en,sl
And all I could detect was this energy — energy.,"vse, kar sem lahko odkril, je bila ta energija — energija.","in vse, kar sem lahko zaznala, je bila ta energija - energija.",en,sl
The underwater part was captured in a stone pit.,podovodni del je bil ugrabljen v kameni jamci.,podvodni del sem posnel na kamnolomu.,en,sl
That sort of secrecy in America has allowed employees of school districts to rip off schoolchildren.,"takšni skrivnosti v ameriki so omogočili, da so zaposleni šolskih okrožj izgrabili šolske otroke.","takšna tajnost v zda omogoča uslužbencem šol, da goljufajo učence.",en,sl
"Support for engineering, math and science — education in general — boomed.","podpora inženirstva, matematike in znanosti, izobraževanja v splošnem, je vzponovala.","podpora za inžinirstvo, matematiko in znanost - izobraževanje v splošnem - je zelo narasla.",en,sl
So a high I.Q.,torej visok iq.,torej visok i.q.,en,sl
"Having said that, I outlined my talk about five minutes ago.","s tem mislim, da sem pred petimi minutami opisal svoj govor.","ko sem že povedal vse to, svoj govor sem sestavil pred petimi minutami.",en,sl
Is it something about the details or the colors?,je stvar v podrobnostih ali barvah?,mogoče s podrobnostimi ali barvami?,en,sl
"If this is true, if these babies are designed to learn — and this evolutionary story would say children are for learning, that's what they're for — we might expect that they would have really powerful learning mechanisms.","če je to res, če so ti dojenčki narejeni za učenje — in ta evolucijska zgodba pravi, da so otroci za učenje, za to so — bi lahko pričakovali, da bodo imeli res močne vzgoje mehanizmov.","če to drži, če so malčki narejeni za učenje — in ta evolucijska zgodba bi zatrdila, da so otroci za učenje, da je to tisto, za kar so namenjeni — bi morda pričakovali, da bodo imeli resnično prodorne mehanizme učenja.",en,sl
"But those people from the past, they don't know about any of this.","pero esas personas del pasado, no saben nada de esto.","pero esas personas del pasado, no saben nada de esto.",en,es
"Marco Tempest: For those of you who don't play cards, a deck of cards is made up of four different suits: hearts, clubs, diamonds and spades.","marco tempest: para aquellos de ustedes que no juegan cartas, un paquete de cartas está formado por cuatro conjuntos diferentes: corazóns, palacios, diamantes y espadas.","marco tempest: para aquellos que no jueguen a las cartas, un mazo está compuesto por cuatro palos: corazones, tréboles, diamantes y espadas.",en,es
"Two breast cancer organizations, Breast Cancer Action and FORCE, had organized a demonstration on the courthouse steps.","el comité recomienda al estado parte que adopte todas las medidas necesarias para garantizar la igualdad entre los géneros y el empoderamiento de la mujer, en particular mediante la adopción de medidas legislativas, administrativas y de otra índole que garanticen la igualdad entre los géneros y el empoderamiento de la mujer, en particular mediante la adopción de medidas legislativas, administrativas y de otra índole que garanticen la igualdad entre los géneros y el empoderamiento de la mujer, en particular mediante la adopción de medidas legislativas, administrativas y de otra índole que garanticen la igualdad entre los géneros y el empoderamiento de la mujer, en particular mediante la adopción de medidas legislativas, administrativas y de otra índole que garanticen la igualdad entre los géneros y el empoderamiento de la mujer, en particular mediante la adopción de medidas legislativas, administrativas y de otra índole que garanticen la igualdad entre los géneros y el empoderamiento de la mujer, en particular mediante la adopción de medidas legislativas, administrativas y de otra índole que garanticen la igualdad entre los géneros y el empoderamiento de la mujer, en particular mediante la adopción de medidas legislativas, administrativas y de otra índole que garanticen la igualdad entre los géneros y el empoderamiento de la mujer, en particular mediante la adopción de medidas legislativas, administrativas y de otra índole que garanticen la igualdad entre los géneros y el empoderamiento de la mujer, en particular mediante la adopción de medidas legislativas, administrativas y de otra índole que garanticen la igualdad entre los géneros y el empoderamiento de la mujer, en particular mediante la adopción de medidas legislativas, administrativas y de otra índole que garanticen la igualdad","dos organizaciones de cáncer de mama, """" breast cancer action """" y """" force """", habían organizado una manifestación ahí en los escalones.",en,es
"I see now, I never was one and not the other.",ahora veo que nunca fui uno y no el otro.,"ahora veo, nunca fui ni una ni otra.",en,es
"I think I'm probably one of the only women in my country with this high degree in health, and the only one with a doctorate in handwashing with soap.","creo que yo soy probablemente una de las únicas mujeres en mi país con este alto grado de salud, y la única con un doctorado en lavado de mano con soap.","creo que soy la única mujer en mi país con semejante título tan alto en salud, y la única con un doctorado en lavado de manos con jabón.",en,es
"Now, science is about taking risks, so this is an incredible risk, right? (Laughter) For me, not for him. Right? Because we've only done this once before. (Laughter) And you like technology, right?","ahora, la ciencia consiste en asumir riesgos, por lo que es un riesgo increíble, ¿no? (risos) para mí, no para él. ¿no? porque no lo hemos hecho una vez antes. (risos) y te gusta la tecnología, ¿no?","la ciencia implica asumir riesgos, y esto es un riesgo increíble, ¿no? (risas) para mí, no para él. ¿sí? porque lo hemos hecho sólo una vez antes. (risas) y te gusta la tecnología, ¿no?",en,es
Patients become depressed.,los pacientes se dejan deprimidos.,los pacientes se deprimen.,en,es
Celebrate the opportunity you have to eat this.,celebra la oportunidad de comer esto.,celebren la ocasión de comer esto.,en,es
"We need to think about what we're really procrastinating on, because everyone is procrastinating on something in life.","tenemos que pensar en lo que realmente estamos aplazando, porque todos estamos aplazando algo en la vida.","tenemos que pensar qué estamos postergando, porque todos postergamos algo en la vida.",en,es
"Everybody could go and listen, you know — ordinary people, even the sultan, Muslims and non-Muslims.","todo el mundo podría ir y escuchar, ustedes saben, gente normal, incluso el sultan, musulmanes y no musulmanes.","todos podían ir y escuchar, ustedes saben- gente común, hasta los sultanes, musulmanes y no-musulmanes.",en,es
(Applause),(applåder),(applåder),en,sv
"You have a cardboard box with a mirror in the middle, and then you put the phantom — so my first patient, Derek, came in.","du har en kartonglåda med en spegel i mitten, och sen lägger du det fantomet — så min första patient, derek, kom in.","man använder en papplåda med en spegel i mitten. sen stoppar man fantomen... så min första patient, derek, kom in.",en,sv
"Our consciousness of that thing that we're attending to becomes extremely bright and vivid, and everything else sort of goes dark.","vår medvetenhet om det vi bryr oss om blir extremt ljus och levande, och allt annat blir till och med mörkt.","vårt medvetande om de saker som vi har för handen blir extremt klart och tydligt, men allt annat faller liksom i mörker.",en,sv
"For days after the launch, Sputnik was a wonderful curiosity.",i dagar efter skjutningen var sputnik en underbar nyfikenhet.,"under dagar efter uppskjutningen, var sputnik en underbar underlighet.",en,sv
