Model,Language,Source Sentence,Translation,Reference Sentence
alirezamsh/small100,hu,Whether we have been successful or whether we are deluding ourselves with the budgetary commitment for the Lisbon Strategy will hopefully become clear at the latest when the required analysis has been carried out.,"hogy sikeresek vagyunk, vagy csalunk magunkat a lisszaboni stratégiával kapcsolatos költségvetési elkötelezettséggel, remélhetőleg legkésőbb világossá válik a szükséges elemzés végrehajtásakor.","az, hogy sikeresek voltunk-e, vagy csak a lisszaboni stratégia költségvetési kötelezettségvállalásával próbáljuk áltatni magunkat, remélhetőleg világossá fog válni legkésőbb akkor, amikor a szükséges elemzések megtörténtek."
alirezamsh/small100,hu,"It is of course quite incorrect to assert, as Mr Helmer does, that the EU costs the economy EUR 350 billion and the internal market does not bring that many benefits, so the cost of EU regulation exceeds the benefits of the single market.","természetesen meglehetősen helytelen azt állítani, hogy az eu 350 milliárd eurót költi a gazdaságnak, és a belső piac nem hoz ilyen sok előnyöket, így az uniós szabályozás költsége meghaladja az egységes piac előnyeit.","természetesen helytelen az a helmer úr által hangoztatott állítás, miszerint az eu a gazdaságnak 350 milliárd euróba kerül, és hogy a belső piac nem hoz ennyi hasznot, tehát az eu szabályozás költsége nagyobb, mint az egységes piac kapcsán elkönyvelhető haszon."
alirezamsh/small100,hu,This shows that the promises to bring an end to tax havens and financial derivatives have fallen by the wayside.,"ez azt mutatja, hogy az adópiacok és a pénzügyi származtatások megszüntetésére irányuló ígéretek az útvonalon esnek.","ez azt mutatja, hogy az adóparadicsomok és a származékos pénzügyi termékek megszüntetésére tett ígéretek vereséget szenvedtek."
alirezamsh/small100,hu,"I would like to give you a couple of examples, particularly concerning Community law on the environment.","néhány példát szeretnék adni, különösen a közösségi környezetvédelmi joggal kapcsolatban.","említenék néhány példát, elsősorban a környezetvédelmet érintő közösségi jog területéről."
alirezamsh/small100,hu,"People who think rationally on this matter are accused of lacking moral principles, and simply - as was the case with me today - they are not given the opportunity to speak in a 'democratic' way.","azokat az embereket, akik racionálisan gondolkodnak erről, az erkölcsi elvek hiánya miatt vádolják, és egyszerűen – mint ma – nem kapnak lehetőséget arra, hogy „demokratikus” módon beszéljenek.","azokat, akik ebben a kérdésben racionálisan gondolkodnak, erkölcsi alapelvek hiányával vádolják, és egyszerűen - amint ez ma velem is megtörtént - ""demokratikus módon” nem adtak nekik lehetőséget a felszólalásra."
alirezamsh/small100,it,"That is why we set out quite clearly in the new strategy what objectives we want to achieve through this closer involvement: genuine support for reforms in the field of human rights, democracy, support for economic development, investment support, protection of the environment, environmental sustainability, development of energy and transport links, as also measures to tackle common challenges such as drugs trafficking.","questo è il motivo per cui nella nuova strategia specifica chiaramente quali obiettivi vogliamo raggiungere attraverso questo coinvolgimento più stretto: un vero sostegno alle riforme in materia di diritti umani, la democrazia, il sostegno allo sviluppo economico, il sostegno agli investimenti, la protezione dell'ambiente, la sostenibilità ambientale, lo sviluppo di collegamenti energetici e dei trasporti, nonché le misure per affrontare sfide comuni come il traffico di droghe.","questa è la ragione per cui abbiamo definito chiaramente nella nuova strategia quali obiettivi intendiamo ottenere tramite questo più stretto coinvolgimento: sostegno autentico alle riforme nel settore dei diritti umani, della democrazia, del supporto allo sviluppo economico e agli investimenti, della protezione dell'ambiente, della sostenibilità ambientale, dello sviluppo dell'energia e di collegamenti in materia di trasporti, nonché misure volte ad affrontare sfide comuni quali il traffico di droga."
alirezamsh/small100,it,This requires the training programme to be flexible.,questo richiede che il programma di formazione sia flessibile.,pertanto il programma di formazione deve essere flessibile.
alirezamsh/small100,it,Without this a great deal can go wrong.,"senza questo, molte cose possono sbagliare.","mancando questa, molte cose possono andare male."
alirezamsh/small100,it,I am confident that the Council can heed positive efforts.,sono sicuro che il consiglio possa fare sforzi positivi.,sono certa che il consiglio non ignorerà sforzi così proficui.
alirezamsh/small100,it,"The companies are hardly likely to tell them that researchers have started asking questions about the link between exposure to pesticides and the steadily increasing incidence of certain conditions such as Parkinson's disease, Alzheimer's, prostate cancer, brain tumours and congenital deformities.","le aziende sono difficilmente probabili di dire loro che i ricercatori hanno iniziato a chiedere domande sul legame tra l'esposizione a pesticidi e l'incidenza costantemente crescente di alcune condizioni come la malattia di parkinson, l'alzheimer, il cancro alla prostata, i tumori cerebrali e le deformità congenite.","e proprio questi ultimi non riferiranno loro che gli scienziati iniziano a porsi delle domande sul legame esistente fra l'esposizione ai pesticidi e la progressione regolare di alcune malattie, fra cui il morbo di parkinson, il morbo di alzheimer, il cancro alla prostata, i tumori cerebrali e le malformazioni congenite."
alirezamsh/small100,it,"The firm stance adopted by the European Parliament on the rights of persons travelling by bus or coach means that, from now on, transport operators will provide information, assistance and compensation across the whole EU to comply with passengers' rights.","la posizione solida adottata dal parlamento europeo sui diritti delle persone che viaggiano in autobus o in allenatore significa che, a partire da ora, gli operatori di trasporti forniranno informazioni, assistenza e compensazione in tutta l'ue per rispettare i diritti dei passeggeri.","la posizione risoluta adottata dal parlamento europeo sui diritti delle persone che viaggiano in autobus o pullman significa che, da questo momento in poi, gli operatori dei trasporti forniranno informazioni, assistenza e risarcimento in tutta l'ue per conformarsi ai diritti dei passeggeri."
alirezamsh/small100,it,"Mrs Müller, we shall see what music accompanies the Council's reply!","la signora müller, vedremo quale musica accompagna la risposta del consiglio!","onorevole müller, sentiremo con quale musica risponderà il consiglio al suo intervento!"
alirezamsh/small100,it,Now we have to recognize that the Union - I am thinking mostly of the Council even though in this respect the Irish presidency largely escapes this criticism - but in general the Union and in particular the Council have not always shown a clear willingness to defend human rights when the Union has been faced with a concrete situation.,"ora dobbiamo riconoscere che l'unione - penso soprattutto al consiglio, anche se in questo senso la presidenza irlandese scapa in gran parte di questa critica - ma in generale l'unione e in particolare il consiglio non hanno sempre mostrato una chiara volontà di difendere i diritti umani quando l'unione è affrontata una situazione concreta.","orbene, è giocoforza constatare che l'unione - penso soprattutto al consiglio, anche se, su questo piano, la presidenza irlandese sfugge ampiamente a questa critica - ma in modo generale, l'unione e in particolare il consiglio, non hanno ancora manifestato una volontà chiara di difendere i diritti dell'uomo quando l'unione si trova di fronte ad una situazione concreta."
alirezamsh/small100,it,We must not criminalise the captain. This is important.,"non dobbiamo criminalizzare il capitano, questo è importante.",si tratta di un punto molto importante: quest'uomo si trova ancora agli arresti domiciliari e deve presentarsi ogni giorno alla polizia.
alirezamsh/small100,it,"On the other hand, the right for spouses or life partners to legally set up a company is just as vital.","d'altra parte, il diritto dei coniugi o dei partner di vita di istituire legalmente una società è altrettanto vitale.",altrettanto fondamentale è il diritto dei coniugi coadiuvanti o dei partner riconosciuti a istituire legittimamente un'azienda.
alirezamsh/small100,it,Why should that be?,perché dovrebbe essere così?,perché mai?
alirezamsh/small100,it,"This is a huge legislative package which has raised our status once again, for example, as a legislator on the world stage, and in putting us in a position to compete once more with the United States.","questo è un enorme pacchetto legislativo che ha nuovamente sollevato il nostro status, ad esempio, come legislatore sul palco mondiale, e che ci mette in una posizione di competere ancora una volta con gli stati uniti.","si tratta di un enorme pacchetto legislativo che ha nuovamente elevato il nostro di legislatori, ad esempio, a livello mondiale, e che ci ha messo in grado di competere ancora una volta con gli stati uniti."
alirezamsh/small100,it,"As shown by the votes of the Committee on Budgetary Control, the reports by Mrs Rühle and Mrs Stauner are heading in this direction.","come dimostrato dai voti del comitato per il controllo di bilancio, le relazioni della sig. rühle e della sig. stauner stanno andando in questa direzione.","come si evince dai voti espressi in seno alla commissione per il controllo dei bilanci, le relazioni delle onorevoli rühle e stauner vanno, crediamo, in questa direzione."
alirezamsh/small100,it,"The intention is, therefore, to enforce hygiene rules at all stages, from the farm to the table.","l’intenzione è quindi di applicare le regole di igiene in tutte le fasi, dalla fattoria al tavolo.","l’intenzione è quindi l’applicazione delle norme in materia di igiene in tutte le fasi, dalla produzione al consumo."
alirezamsh/small100,it,"I think it is important to understand, however, the perspective of my committee.","tuttavia, penso che sia importante capire la prospettiva del mio comitato.","tuttavia, ritengo sia importante capire il punto di vista della mia commissione."
alirezamsh/small100,it,"The reason I want to remind you of these two figures and these two concepts is because it is most important to highlight the difficulties we find ourselves in today, as my colleagues have done.","il motivo per cui voglio ricordare queste due figure e questi due concetti è perché è più importante evidenziare le difficoltà che ci troviamo oggi, come hanno fatto i miei colleghi.","il motivo che mi ha spinta a ricordare queste due cifre e queste due nozioni è la necessità di insistere principalmente sulle difficoltà attuali, come hanno fatto i miei colleghi."
alirezamsh/small100,it,Yes - we need the European Union precisely for such matters.,"sì, abbiamo bisogno dell’unione europea proprio per questioni.","sì, abbiamo bisogno dell'unione europea proprio per questioni come questa."
alirezamsh/small100,it,The Colom report shows the necessity for the Council and Parliament to get an interinstitutional agreement and an agreement on a financial perspective.,la relazione colom mostra la necessità che il consiglio e il parlamento raggiungino un accordo interistituzionale e un accordo su una prospettiva finanziaria.,"la relazione dell'onorevole colom sottolinea l'esigenza di un accordo interistituzionale da parte del consiglio e del parlamento europeo, in particolare un accordo sulle prospettive finanziarie."
alirezamsh/small100,it,"Thank you very much, Commissioner Vitorino.","grazie molto, commissario vitorino.","la ringrazio, commissario vitorino."
alirezamsh/small100,it,This debate should go in a different direction and come from a different committee.,questo dibattito dovrebbe andare in una direzione diversa e provenire da un comitato diverso.,la presente discussione dovrebbe andare in una direzione diversa e provenire da una commissione diversa.
alirezamsh/small100,lv,I have to deplore a few mistakes in the printing of the text.,es atvainojos par dažām kļūdām tekstā.,man ir jānorāda uz dažām kļūdām drukātajā tekstā.
alirezamsh/small100,lv,"On the labour markets, for example, activation policies can be very helpful.","piemēram, darba tirgū aktivēšanas politika var būt ļoti noderīga.","piemēram, attiecībā uz darba tirgiem aktivizēšanas politika var būt ļoti noderīga."
alirezamsh/small100,lv,Illegal phone tapping has become prosecutors' investigation method of choice.,nelegāls tālruņa klāsts ir kļuvusi par prokuratūras izmeklēšanas izvēle.,nelegāla pieslēgšanās telefona sarunām ir kļuvusi par prokuroru izmantoto izmeklēšanas metodi.
alirezamsh/small100,lv,The market is not working.,tirgus nav darbojas.,tirgus nedarbojas.
alirezamsh/small100,lv,"Gangs of soldiers are regularly involved in attacks, robbery and rape.","krievijas karavīri regulāri ir iesaistījušies uzbrukumi, ļaudis un vardarbība.","karavīru bandas ir regulāri iesaistītas uzbrukumos, laupīšanā un izvarošanā."
alirezamsh/small100,lv,"For precisely this reason we regard as hypocritical the alleged concerns over the rise of far-right and paramilitary organisations in Europe, and we reject every attempt to equate the class struggle, the struggles of the workers' and popular movement and communist ideology with extremist ideologies, as an unacceptable attempt to instil fear in people.","tieši tāpēc mēs uzskatu, ka apgalvojumi par ārkārtas un par militāro organizāciju izaugsmi eiropā ir hipokritiski, un mēs noraidām jebkādu mēģinājumu līdzsvarot klases cīņu, darba un tautas kustības cīņu un komunistiskās ideoloģijas ar ekstremistiem ideoloģijām, kā nepieņemamu mēģinājumu iedvesmot bailes cilvēkiem.","tieši šī iemesla dēļ mēs uzskatām, ka paustās bažas par galēji labēju un parlamentāru organizāciju pieaugumu eiropā ir liekulīgas, un mēs noraidām visus mēģinājumus pielīdzināt šķiru cīņu, strādnieku un tautas kustības cīņu un komunisma ideoloģiju ekstrēmām ideoloģijām kā nepieņemamu mēģinājumu iedzīt cilvēkiem bailes."
alirezamsh/small100,lv,I support all of this.,es atbalstīju visu to.,es to visu atbalstu.
alirezamsh/small100,lv,When will people be told the truth?,kad cilvēki sacīs patiesību?,kad cilvēkiem teiks taisnību?
alirezamsh/small100,lv,"As for the financial aspect, I called for the initial proposal to be refocused.","attiecībā uz finanšu aspektiem, es pieprasīju, lai sāktu iesniegtos priekšlikumus.","runājot par finansiālo aspektu, es tomēr aicināju pievērst lielāku vērību sākotnējam priekšlikumam."
alirezamsh/small100,lv,So we ask the Commission to send a clear message and take clear steps.,tāpēc mēs lūdzam komisiju sūtīt skaidru ziņojumu un veikt skaidrus soļus.,tāpēc mēs lūdzam komisiju sūtīt baltkrievijai skaidru vēsti un spert skaidrus soļus.
alirezamsh/small100,lv,"An important element is that, in third states that prohibit encryption, special rules apply: electronic transfer of data between consulates or between an external service provider and the Member State would be banned, and Member States would have to ensure that the electronic data is transferred physically in fully encrypted form on a CD which has special conditions attached to it.","svarīgs elements ir tas, ka trešajā valstī, kas aizliedz šifrēšanu, piemēro īpašie noteikumi: elektroniskā datu pārsūtīšana starp konsulātiem vai starp ārējo pakalpojumu sniedzēju un dalībvalstīm būtu aizliegta, un dalībvalstīm būtu jānodrošina, lai elektroniskie dati fiziski pārsūtīti pilnībā šifrētajā formā uz cd, kurā ir pievienoti īpaši nosacījumi.","svarīgs elements ir tas, ka trešajās valstīs, kur ir aizliegta šifrēšana, tiek piemēroti īpaši noteikumi: elektroniska datu pārraidīšana starp konsulātiem vai starp ārējo pakalpojumu sniedzēju un dalībvalsti būtu aizliegta un dalībvalstij būtu jānodrošina elektronisko datu fiziska pārraidīšana pilnīgi šifrētā veidā kompaktdiskā, kam ir īpaši nosacījumi."
alirezamsh/small100,lv,"Amendment 1 stems from an error in the German translation, since what Mr Graefe zu Baringdorf is proposing is exactly what I proposed but, as I said, the German translation of my recital is inadequate.","1. pielikums ir saistīts ar vācu tulkojumu kļūdu, jo to, ko j. graefe zu baringdorf ierosina, ir tieši tas, ko es ierosinu, bet, kā es teicu, manas recitācijas vācu tulkojums ir nepietiekams.","grozījums nr. 1 ir radies tulkojuma kļūdas dēļ, kas ieviesusies vācu valodas versijā, jo graefe zu baringdorf kunga piedāvājums ir tieši tas, ko ierosināju arī es, bet, kā jau teicu, manis rakstītā apsvēruma tulkojums vācu valodā ir neadekvāts."
alirezamsh/small100,lv,Globalisation is the mainspring of democracy and prosperity for underdeveloped countries.,globalizācija ir demokrātija un labklājība mazāk attīstītajām valstīm.,neattīstītajām valstīm globalizācija ir demokrātijas un labklājības virzītājspēks.
alirezamsh/small100,lv,"I also welcome the planned incentives for eco-innovations but, in my opinion, a critical issue remains: the decision on emissions from so-called completed vehicles, meaning those built in a number of stages.","es arī apmierinu plānotās iniciatīvas ekoloģijas inovācijām, bet manuprāt, joprojām joprojām ir kritiska problēma: lēmums par tā saukto pabeigto transportlīdzekļu emisijām, kas nozīmē, ka tie, kas izgatavoti vairākos posmos.","es arī atzinīgi vērtēju plānotos stimulus ekojauninājumiem, taču, manuprāt, kritiski svarīgs jautājums joprojām ir šis: lēmums par emisijām no tā sauktajiem pabeigtajiem transportlīdzekļiem, ar to domājot transportlīdzekļus, ko būvē vairākos posmos."
alirezamsh/small100,lv,"Mr President, among the projects that the EU has encouraged is the single electricity market on the island of Ireland.","eiropas komisijas priekšsēdētājs, viens no projektiem, ko es ir atbalstījusi, ir vienīgais elektrības tirgus īrijas salā.","priekšsēdētāja kungs! to projektu starpā, ko atbalstījusi es, ir vienotais elektroenerģijas tirgus īrijas salā."
alirezamsh/small100,lv,"(PL) Mr President, I think that this is a unique coincidence, because I am going to speak about the very same topic.","(pl) priekšsēdētājs, es domāju, ka tas ir unikāls notikums, jo es runāju par to pašu jautājumu.","(pl) priekšsēdētāja kungs, es uzskatu, ka šī ir unikāla sagadīšanās, jo es vēlos runāt par to pašu tēmu."
alirezamsh/small100,lv,"I hope, too, that a new form of cooperation will also develop at last between officials and clients.","es ceru, ka galu galā tiks attīstīta arī jauna sadarbības forma starp oficiāliem un klientiem.","es ceru, ka attīstīsies jauns sadarbības veids, vismaz starp amatpersonām un klientiem."
alirezamsh/small100,lv,"Mauritania is a poor country that is highly dependent on the sector, so keeping the agreement with the European Union could be beneficial to both signatories.","mauritānija ir nabadzīga valsts, kas ir ļoti atkarīga no sektora, tāpēc vienošanās ar eiropas savienību varētu būt noderīga abiem parakstītajām valstīm.","mauritānija ir nabadzīga valsts, kura ir ļoti atkarīga no šīs nozares, tāpēc nolīguma saglabāšana ar eiropas savienību varētu dot labumu abiem parakstītājiem."
alirezamsh/small100,lv,"Presently, the focus seems to be on near-term, fast-start finance, but we also need long-term commitments.","pašlaik, šķiet, ir vērts vērsties uz īstermiņa, ātri sākotnējo finansējumu, bet mums ir nepieciešams arī ilgtermiņa saistības.","patlaban galvenā uzmanība tiek pievērsta īstermiņa, drīzam finansējumam, tomēr saistībām jābūt arī attiecībā uz ilgtermiņu."
alirezamsh/small100,lv,"Secondly, we have greater clarity surrounding the CE mark but I agree with Mrs McCarthy and Mrs Gebhardt that we need to work on a real safety label in the future.","otrkārt, mums ir lielāka skaidrība ap ce marķējumu, bet es piekrītu, ka nākotnē mums ir nepieciešams strādāt par reālu drošības marķējumu.","turklāt mums ir lielāka skaidrība attiecībā uz ce marķējumu, bet es piekrītu a. mccarthy un e. gebhardt, ka turpmāk mums ir jāstrādā pie reāla drošības marķējuma."
alirezamsh/small100,lt,"But I do not support the use of simplified procedure in the future and I think it would be a good idea for us to have a hearing on the Slot Allocation Directive, perhaps in the autumn or winter when we come back.","bet aš nepritaria supaprastintos procedūros naudojimui ateityje ir manau, kad būtų gera idėja mums turėti klausymą apie lošimų paskirstymo direktyvą, ypač rudenį ar žiemą, kai grįšime.","bet aš nepritariu, kad supaprastinta procedūra būtų taikoma ateityje ir manau, kad būtų gera mintis dėl laiko tarpsnių paskirstymo direktyvos surengti posėdį galbūt rudenį ar žiemą, kai sugrįšime atgal."
alirezamsh/small100,lt,It is indeed the case that the Council's compromise refers to potential flexibility at the level of the social partners and collective agreements.,iš tiesų tarybos kompromisas reiškia galimą lankstumą socialinių partnerių ir kolektyvinių susitarimų lygmeniu.,tarybos kompromise iš tiesų kalbama apie galimą lankstumą socialinių partnerių ir kolektyvinių susitarimų lygmeniu.
alirezamsh/small100,lt,"I would like to take this opportunity to welcome the Executive Committee of the German War Graves Commission (Volksbund Deutsche Kriegsgräberfürsorge) from Baden-Württemberg under its chair, Mr Nothelfer.","norėčiau pasinaudoti šia proga pasveikinti vokietijos karo kapų komisijos (volksbund deutsche kriegsgräberfürsorge) vykdomąjį komitetą iš baden-württembergas, kurio pirmininkauja p. nothelfer.",norėčiau pasinaudoti šia proga ir pasveikinti vykdomojo komiteto vokietijos karių kapų priežiūros susivienijimo komisiją (vok. volksbund deutsche kriegsgräberfürsorge) iš badeno viurtembergo ir jos pirmininką n. nothelferį.
alirezamsh/small100,lt,"(RO) Prior to Romania's accession to the European Union, there were many voices in this Parliament claiming that the Roma people are discriminated against in Romania.","(ro) prieš rumunijos įstojimą į europos sąjungą šiame parlamente buvo daug balsų, kurie teigė, kad rumunijoje romai yra diskriminuojami.","(ro) iki rumunijos įstojimo į europos sąjungą šiame parlamente daug kas sakė, kad rumunijoje diskriminuojami romai."
alirezamsh/small100,lt,"The steps needed to ensure safe food have much in common with the steps needed for a more efficient fight against climate change, improved development aid, the development of other commercial structures, greater transparency on the commodity markets and measures against speculation.","žingsniai, kurių reikia užtikrinti saugią maistą, turi daug bendro su veiksmingesnių veiksmų kovai su klimato kaita, geresnės vystymosi pagalbos, kitų komercinės struktūros plėtros, didesnės prekių rinkų skaidrumo ir kovos su spekuliacija priemonių.","žingsniai, kurių reikia imtis, siekiant užtikrinti saugų maistą, labai panašūs į žingsnius, kurių reikia imtis siekiant užtikrinti veiksmingesnę kovą su klimato kaita, patobulinta parama vystymuisi, kitų komercinių struktūrų plėtra, didesniu skaidrumu prekių rinkoje ir priemonėmis prieš spekuliaciją."
alirezamsh/small100,lt,"I think, at the very least, a proper time to have this discussion would be when we have the discussion on the budget for the future, meaning after 2013.","manau, bent jau tinkamas laikas šią diskusiją turėti, kai bus diskusijos apie ateities biudžetą, ty po 2013 m.","mano manymu, tinkamas laikas šias diskusijas surengti ateis po diskusijų dėl ateities biudžeto, t. y. po 2013 m."
alirezamsh/small100,lt,"Documents related to decisions that have not yet been taken, or reflecting internal discussions, are not the same as other documents.","dokumentai, susiję su sprendimais, kurie dar nėra priimti, arba kurie atspindi vidaus diskusijas, nėra tokie pat kaip kiti dokumentai.","dokumentai, susiję su dar nepriimtais sprendimais, arba atspindintys vidines diskusijas, nėra lygiaverčiai kitiems dokumentams."
alirezamsh/small100,lt,"In our other amendment, we aim to make it possible to lower the VAT rate on renovation and repair work in order to save energy.","kitais pakeitimais siekiame, kad būtų galima sumažinti pvm tarifą renovacijos ir remonto darbams, siekiant taupyti energiją.","kito mūsų pateikto pakeitimo tikslas - sudaryti galimybę pvm lengvatą taikyti pastatų atnaujinimo ir remonto darbams, kuriais siekiama taupyti energiją."
alirezamsh/small100,lt,"Woman is a great person in our land, and she is dignified, whether she is Jewish, Christian or Muslim, although she probably faced injustice because of men.","moteris yra puikus žmogus mūsų šalyje, ir ji yra pagerbta, nesvarbu, ar ji yra žydų, krikščionių ar musulmonų, nors ji tikriausiai susiduria su neteisybėmis dėl vyrų.","moteris yra didis žmogus mūsų žemėje ir ji yra verta pagarbos, ar ji būtų žydė, krikščionar musulmonė, nors ji, galbūt, patyrneteisybę dėl vyro."
alirezamsh/small100,lt,"Mr Lamberts, I implore you to keep it brief, let us see if you can enlighten your colleague with your point of view in just thirty seconds, shall we?","pone lamberts, prašau jums išlaikyti trumpą, pažiūrėkime, ar galite apšviesti savo kolegą savo požiūriu vos per trisdešimt sekundžių, ar mes?","pone ph. lambertsai, labai prašau kalbėti trumpai, pažiūrėkime, ar galėsite išsakyti kolegai savo nuomonę per trisdešimt sekundžių, bandom?"
alirezamsh/small100,lt,"Dozens of human lives were lost, hundreds of individuals were injured, thousands of animals were killed, whole villages were burned to the ground and thousands of acres of forests were annihilated.","prarado dešimtys žmonių gyvybių, buvo sužeisti šimtai žmonių, buvo nužudyti tūkstančiai gyvūnų, visi kaimai buvo sudeginti iki žemės ir sunaikinti tūkstančius hektarų miškų.","dešimtys žuvusiųjų, šimtai sužeistų, sudegtūkstančiai gyvūnų, ištisi kaimai iki pamatų ir buvo sunaikinta tūkstančiai akrų miškų."
alirezamsh/small100,lt,I was especially pleased about that.,aš buvau ypač patenkintas tuo.,tuo buvau ypač patenkinta.
alirezamsh/small100,lt,I would also like to say that we do not regard lobbyism as something bad per se.,"taip pat norėčiau pasakyti, kad mes nepažįstame lobizmo kaip kažką blogo.","taip pat norėčiau pasakyti, kad nemanome, kad pats lobizmas yra negerai."
alirezamsh/small100,lt,The Commission expressed this view in the reasoned opinion that was sent to Ireland on 14 November.,"šią nuomonę komisija išreiškė pagrįstoje nuomonėje, siunčiamoje airijai lapkričio 14 dieną.",šį požiūrį komisija pateiklapkričio 14 d. airijai išsiųstoje pagrįstojoje nuomonėje.
alirezamsh/small100,lt,"When revising expenditure programmes, the Court suggests applying a set of principles to ensure that European added value is likely, that the objectives are clear, that the schemes are as realistic and simple as is reasonably possible, and that accountability is also clear.","peržiūrėdamas išlaidų programas, teisingumo teismas siūlo taikyti principų rinkinį, siekiant užtikrinti, kad europos pridėtinė vertė būtų tikėtina, kad tikslai būtų aiški, kad sistemos būtų kuo realistinės ir paprastos, ir kad atskaitomybė būtų aiški.","persvarstę išlaidų programas, audito rūmai siūlo taikyti tam tikrus principus siekiant užtikrinti, kad europos mastu būtų kuriama papildoma nauda, kad tikslai būtų aiškūs, kad programos būtų kuo tikroviškesnės ir paprastesnės, kiek tai pagrįstai įmanoma, ir kad atskaitomybtaip pat būtų aiški."
alirezamsh/small100,lt,"On the contrary, we should support the reports which propose postponing discharge.","priešingai, turėtume remti ataskaitas, kuriomis siūloma atidėti atleidimą.","priešingai, turėtume remti pranešimus, kuriuose siūloma atidėti biudžeto įvykdymo patvirtinimą."
alirezamsh/small100,lt,"Since social conditions in the various Member States are deteriorating, it is unacceptable for funds to be channelled away from the employment and social inclusion area towards other priorities that have been defined in the meantime, even if it is to the area of microfinance.","kadangi socialinės sąlygos įvairiose valstybėse narėse blogėja, nepriimtina, kad lėšos būtų nukreiptos nuo užimtumo ir socialinės įtraukties srityje į kitus tuo metu nustatytus prioritetus, net jei tai susiję su mikrofinansų sritimi.","kadangi socialinės sąlygos įvairiose valstybėse narėse blogėja, nepriimtina, kad lėšos iš užimtumo ir socialinės įtraukties srities būtų nukreipiamos į kitus prioritetus, kurie buvo nustatyti tuo metu, net jei jos nukreipiamos į mikrofinansų sritį."
alirezamsh/small100,lt,"Madam President, in accordance with the challenge of the EU development cooperation policy for the new Member States, I shall focus on the national strategy for education in Romania.","pone pirmininko, atsižvelgiant į es vystymosi bendradarbiavimo politikos iššūkį naujoms valstybėms narėms, aš sutelksiu dėmesį į nacionalinę švietimo strategiją rumunijoje.","ponia pirmininke, remiantis es plėtros bendradarbiavimo politikos iššūkiais naujoms valstybėms narėms, norėčiau atkreipti dėmesį į nacionalinę rumunijos švietimo strategiją."
alirezamsh/small100,lt,It is not enough to just tap at the door; a responsible parliament must stop this undesirable development.,nepakanka tiesiog paliesti prie durų; atsakingas parlamentas turi sustabdyti šį nepageidaujamą vystymąsi.,"neužtenka vien tik pabarbenti į duris, atsakingas parlamentas privalo padaryti galą šiai nepageidaujamai įvykių raidai."
alirezamsh/small100,lt,The process has taken too long.,procesas užtruko per ilgai.,procesas užsitęsper ilgai.
alirezamsh/small100,pl,"This was a continuous problem, raised time and again with me by my constituents.","był to nieustannie problem, podnoszony z nami od czasu do czasu przez moich członków.",to był nieustanny problem i moi wyborcy wielokrotnie się z nim do mnie zwracali.
alirezamsh/small100,pl,"This in turn requires intervention in the market and improved marketing in the sector, improving the first-sale price, increasing pay for work by fishermen, reducing the margins of middlemen and promoting fair distribution of added value throughout the value chain of this sector.","to z kolei wymaga interwencji na rynku i poprawy marketingu w sektorze, poprawy ceny pierwszej sprzedaży, zwiększenia wynagrodzeń rybaków za pracę, zmniejszania marż pośredników i promowania sprawiedliwego dystrybucji wartości dodanej w całym łańcuchu wartości tego sektora.","to z kolei wymaga interwencji na rynku i lepszego marketingu w sektorze, zwiększenia ceny pierwszej sprzedaży, wyższych wynagrodzeń za pracę dla rybaków, zmniejszenia marży pośrednika oraz propagowania uczciwego rozmieszczenia wartości dodanej w całym łańcuchu wartości w danym sektorze."
alirezamsh/small100,pl,"(DE) Mr President, ladies and gentlemen, once again this very basic question poses itself: are environmental protection, climate protection and financial and industrial policy compatible?","panie przewodniczący, panie i panie, znowu zadaje sobie to bardzo podstawowe pytanie: czy ochrona środowiska, ochrona klimatu i polityka finansowa i przemysłowa są zgodne?","(de) panie przewodniczący, panie i panowie! jeszcze raz to podstawowe pytanie nasuwa się samo: czy polityka ochrony środowiska, ochrony klimatu oraz polityka finansowa i przemysłowa są ze sobą zgodne?"
alirezamsh/small100,pl,"It is a reality that we in Ireland are not comfortable with, but we accept the right of all countries to choose their own energy mix, and the fact that our neighbours utilise nuclear power means that we cannot afford to ignore the issue.","jest to rzeczywistość, z którą w irlandii nie jesteśmy zadowoleni, ale zaakceptujemy prawo wszystkich krajów do wyboru własnej mieszanki energetycznej, a fakt, że nasi sąsiedzi korzystają z energii jądrowej, oznacza, że nie możemy sobie pozwolić na ignorowanie problemu.","rzeczywistością jest również to, że w irlandii akceptujemy prawo każdego kraju do własnego wyboru kombinacji źródeł energii, choć nie czujemy się z tym komfortowo, a fakt, że nasi sąsiedzi korzystają z energii jądrowej oznacza, że nie możemy tego ignorować."
alirezamsh/small100,pl,It is unacceptable that energy market inefficiencies are distorting the market to the detriment of businesses and consumers.,"nie jest do przyjęcia, że nieefektywność rynku energetycznego zakłóca rynek na szkodę przedsiębiorstw i konsumentów.","niedopuszczalne jest, by niewydolność rynku energetycznego powodowała zakłócenia rynku ze szkodą dla przedsiębiorstw i konsumentów."
alirezamsh/small100,pl,"If in 1970 there were approximately 200 million passengers in the EU-15, in 2000 their number reached approximately 600 million.","jeśli w 1970 roku w ue 15 było około 200 milionów pasażerów, w 2000 roku ich liczba wyniosła około 600 milionów pasażerów.","o ile w 1970 r. mieliśmy około 200 milionów pasażerów w ue-15, to w 2000 r. liczba ta osiągnęła w przybliżeniu 600 milionów."
