Model Name,Dataset,Language,Source Sentence,Translation,Reference Sentence
Helsinki-NLP/opus-mt-tc-big-en-fi,WMT,fi,Yea so I flew this today.,"Joo, joten lensin tämän tänään.",Lensin tällä tänään.
Helsinki-NLP/opus-mt-tc-big-en-fi,WMT,fi,"So my dad can't give me rides to work. And for me, work is about 27 miles away. So there and back would be nearly a $100 a day with Uber. I haven't looked at Lyft. I could have, I guess, that makes sense. But I didn't have rental on my auto insurance, so that's my fault. So I guess I could have tried to do that and get that set up and tried to get a rental while I was down and out of a car. But even then, a rental wouldn't cover seven days. I'm going to sneeze, hold on. That sneeze sucked.","Joten isäni ei voi antaa minulle kyydin töihin. Ja minulle, työ on noin 27 mailin päässä. Joten siellä ja takaisin olisi lähes 100 dollaria päivässä Uberin kanssa. En ole katsonut Lyft. Olisin voinut, luulisin, se on järkevää. Mutta minulla ei ollut vuokra minun autovakuutus, joten se on minun vikani. Joten olisin voinut yrittää tehdä sen ja saada että perustaa ja yritti saada jopa vuokra.","Isäni ei voi viedä minua töihin. Työpaikkani on noin 27 mailin päässä. Sinne ja takaisin maksaisi melkein 100 $ Uberilla. En ole katsonut Lyftiä. Voisin, se voisi olla ok. Mutta autovakuutukseni ei sisällä vuokrausta, joten se oli minun vikani. Olisin voinut kokeilla sitä ja järjestää sen ja yrittää saada vuokra-auton, kun olin ilman autoa. Mutta silti vuokra-auto ei kattaisi seitsemää päivää. Aivastan, odota. Tuo aivastus oli syvältä."
Helsinki-NLP/opus-mt-tc-big-en-fi,WMT,fi,Saturday Cont:,Lauantaikontti:,Lauantai jatkuu:
Helsinki-NLP/opus-mt-tc-big-en-fi,WMT,fi,"Rosendale, a member of the hard-right Freedom Caucus, was one of the individuals who derailed the Wednesday votes. He views the top line number in Johnson's deal as being too high and as doing too little to cut the $34 trillion national debt.","Rosendale, joka kuului äärioikeistolaiseen Freedom Caucus -puolueeseen, oli yksi niistä henkilöistä, jotka suistivat keskiviikon äänestykset raiteiltaan. Hän pitää Johnsonin sopimuksen kärkirivin numeroa liian suurena ja tekee liian vähän 34 biljoonan dollarin valtionvelan leikkaamiseksi.","Äärioikeistolaisen Freedom Caucus -ryhmän jäsen Rosendale oli yksi niistä, jotka torpedoivat keskiviikon äänestyksiä. Hän pitää Johnsonin sopimuksen ylärajaa liian korkeana ja katsoo, ettei se leikkaa tarpeeksi 34 biljoonan dollarin valtionvelasta."
Helsinki-NLP/opus-mt-tc-big-en-fi,WMT,fi,"South Wales four-piece The Now are proud to release their debut album, Too Hot To Handle, via True Music, and Callum joins me now. How are you doing, Callum? How's it going? Yeah, all good. Good, yourself? Yes, I'm very good. Thank you. It's a privilege to speak to yourselves because I've been listening to your music quite a lot since 2023. So I'm just loving the music, and I think it's something that we definitely need in the charts these days.","Etelä-Walesin neliosainen The Now julkaisee ylpeänä debyyttialbuminsa Too Hot To Handle True Musicin kautta, ja Callum liittyy seuraani nyt. Miten menee, Callum? Miten menee? Joo, kaikki hyvin. Hyvä, itse? Kyllä, olen erittäin hyvä. Kiitos. On etuoikeus puhua itsellenne, koska olen kuunnellut musiikkianne melko paljon vuodesta 2023. Joten tarvitsen vain jotain,","Eteläwalesiläinen neljän henkilön bändi The Now julkaisevat ylpeänä debyyttialbuminsa Too Hot To Handlen True Musicin kautta, ja Callum on nyt kanssani. Mitä kuuluu, Callum? Miten menee? Joo, hyvää. Hyvin, entä sinulle? Kyllä, voin hyvin. Kiitos. On kunnia puhua kanssanne, koska olen kuunnellut musiikkianne aika paljon vuodesta 2023 lähtien. Rakastan musiikkia, ja uskon, että tarvitsemme sitä listoilla näinä päivinä."
Helsinki-NLP/opus-mt-tc-big-en-fi,WMT,fi,"The results are in and, drum roll, please, it's completely consistent with my family history. 89.9% British and Irish with most of that concentrated in the scottish borders, western Ireland, Wales, and cornwall. It doesn't show much breton tho so either they're so close to cornish they don't show as different in me or my breton family wasn't originally from there.","Tulokset ovat in ja, rumpujen pyöritys, kiitos, se on täysin yhdenmukainen sukuhistoriani kanssa. 89,9% Britannian ja Irlannin kanssa suurin osa siitä keskittyi Skotlannin rajoille, Länsi-Irlantiin, Walesiin ja maissimuuriin. Se ei näytä paljon breton thoa, joten joko he ovat niin lähellä cornishia, että he eivät näytä niin erilaisilta minussa tai breton-perheeni ei ollut alun perin sieltä.","Tulokset ovat saapuneet, ja, rummunpärinää kiitos, ne ovat täysin johdonmukaisia perhehistoriani kanssa. 89,9 % brittiläinen ja irlantilainen, josta suurin osa on Skotlannin rajalta, Länsi-Irlannista, Walesista ja Cornwallista. Siinä ei tosin näy kovinkaan paljon bretagnelaisuutta, joten joko he ovat niin samankaltaisia kuin cornwallilaiset, ettei se näy erikseen minussa, tai bretoniperheeni ei ollut alun perin kotoisin Bretagnesta."
Helsinki-NLP/opus-mt-tc-big-en-fi,TED,fi,"You know, there might be a couple of views of WikiLeaks and of Julian.",WikiLeaksistä ja Julianista voi olla parikin näkemystä.,"Tiedäthän, sinusta ja WikiLeaksista voi olla erilaisia mielipiteitä."
Helsinki-NLP/opus-mt-tc-big-en-fi,TED,fi,All right.,Hyvä on.,No niin.
Helsinki-NLP/opus-mt-tc-big-en-fi,TED,fi,(Noise) All right. I'm hitting it. I'm punching play.,"Hyvä on, lyön ja lyön peliä.",(Melua) Selvä juttu. Laitan sen päälle.
Helsinki-NLP/opus-mt-tc-big-en-fi,TED,fi,Yeah.,Niin.,Kyllä.
Helsinki-NLP/opus-mt-tc-big-en-fi,TED,fi,You can't even recognize yourself in the mirror.,Et voi edes tunnistaa itseäsi peilistä.,Itseäänkään ei voi tunnistaa peilistä.
Helsinki-NLP/opus-mt-tc-big-en-fi,TED,fi,"So I started to wonder, you know, okay, so you have these people coming in like this, and they're participating.","Aloin miettiä, että okei, näitä ihmisiä tulee sisään näin, ja he osallistuvat.",tunneille osallistumisesta. Joten aloin ajatella: Osa ihmisistä tulee tunneille ja osallistuu keskusteluun.
Helsinki-NLP/opus-mt-tc-big-en-fi,TED,fi,"(Laughter) You're all CFO, astrophysicists, ultra-marathoners, it turns out.","(Naurua) Te kaikki olette talousjohtaja, astrofyysikkoja, ultramaratonisteja, käy ilmi.",(Naurua) Olemme kaikki ylisuorittajia!
Helsinki-NLP/opus-mt-tc-big-en-fi,TED,fi,"Dreadful, thumbs down, embarrassing — thank you, these are great answers, but they're answers to a different question.","Kamala, peukalot alas, kiusallinen - kiitos, nämä ovat hienoja vastauksia, mutta ne ovat vastauksia toiseen kysymykseen.","Kamalaa, peukalot alas, nöyryyttävää — kiitos, hyviä vastauksia, mutta ne vastaavat eri kysymykseen."
Helsinki-NLP/opus-mt-tc-big-en-fi,TED,fi,"Voice: Signed card detected.MT: Well, sometimes people ask me how do you become a magician? Is it a 9-to-5 job?","Ääni: Signeerattu kortti havaittu.MT: No, joskus ihmiset kysyvät minulta, miten sinusta tulee taikuri? Onko se 9-5-työ?","Ääni: Merkitty kortti havaittu. MT: No, joskus ihmiset kysyvät kuinka tulla taikuriksi? Onko se yhdeksästä-viiteen-työ?"
Helsinki-NLP/opus-mt-tc-big-en-fi,TED,fi,"She's anesthetized, the surgeon does his thing — stitches her back up, sends her out to the recovery room.","Hän on nukutettu, kirurgi tekee hänen juttunsa – tikkaa hänet takaisin ylös, lähettää hänet ulos elvytyshuoneeseen.","Hänet nukutettiin ja kirurgi teki työnsä, ompeli tikit ja nainen vietiin herättämöön."
Helsinki-NLP/opus-mt-tc-big-en-fi,TED,fi,He was a soft dictator of Kenya.,Hän oli Kenian pehmeä diktaattori.,Hän oli Kenian 'pehmeä diktaattori'.
Helsinki-NLP/opus-mt-tc-big-en-fi,TED,fi,"CA: So, what was the impact of that?",CA: Mikä siis oli sen vaikutus?,"CA: No, mikä tuon vaikutus oli?"
Helsinki-NLP/opus-mt-tc-big-en-fi,TED,fi,"But the thing is, the coyote runs off the cliff right after him.","Mutta asia on niin, että kojootti juoksee jyrkänteeltä heti perään.",Mutta kojootti juoksee sen perässä.
Helsinki-NLP/opus-mt-tc-big-en-fi,TED,fi,And you all know what a phantom limb is.,"Ja te kaikki tiedätte, mikä haamuraaja on.","Tiedätte kaikki, mikä aaveraaja on."
Helsinki-NLP/opus-mt-tc-big-en-fi,TED,fi,"What then happens is not an across-the-board reduction in all your mental capacities, a sort of blunting of your cognitive ability.","Se, mitä sitten tapahtuu, ei ole kaikkien henkisten kykyjenne kaikenkattavaa vähenemistä, eräänlaista kognitiivisten kykyjen tylsistymistä.","Se ei vähennä ihmisen koko henkistä kapasiteettia, eikä huononna hänen kognitiivista kykyään."
Helsinki-NLP/opus-mt-tc-big-en-fi,TED,fi,China is only multiracial really at the margins.,Kiina on todella monirotuinen vain marginaalissa.,Kiina on monirotuinen ainoastaan reuna-alueiltaan.
Helsinki-NLP/opus-mt-tc-big-en-fi,TED,fi,It's the complete opposite.,Se on täysin päinvastaista.,Täysin erilaista.
Helsinki-NLP/opus-mt-tc-big-en-fi,TED,fi,"Well, what should our attitude be towards this world that we see very rapidly developing before us?","Miten meidän pitäisi suhtautua tähän maailmaan, jonka näemme kehittyvän hyvin nopeasti edessämme?","Miten meidän tulisi suhtautua maailmaan, jonka näemme kehittyvän hyvin nopeasti silmiemme alla?"
Helsinki-NLP/opus-mt-tc-big-en-fi,TED,fi,"So, to explain this curious disorder, we look at the structure and functions of the normal visual pathways in the brain.",Tämän oudon häiriön selittämiseksi tarkastelemme aivojen normaalien näköteiden rakennetta ja toimintoja.,Tämän oudon häiriön selvittämiseksi tutkimme aivojen normaalien visuaalisten väylien rakennetta ja toimintaa.
Helsinki-NLP/opus-mt-tc-big-en-fi,TED,fi,(Applause) So here we are again.,(Suosionosoituksia) Tässä sitä taas ollaan.,(Aplodeja) Tässä sitä ollaan.
Helsinki-NLP/opus-mt-tc-big-en-fr,Europarl,fr,"As Europeans, with our experience, our culture of peace and our economic opportunities, we too are called upon to make our contribution towards a better future for Iraq.","En tant qu'Européens, avec notre expérience, notre culture de paix et nos opportunités économiques, nous sommes également appelés à apporter notre contribution à un avenir meilleur pour l'Irak.","Les Européens que nous sommes, avec leur expérience, leur culture de la paix et leurs moyens économiques, sont appelés à apporter leur contribution en faveur d'un avenir meilleur en Irak."
Helsinki-NLP/opus-mt-tc-big-en-fr,Europarl,fr,It does indeed speak for itself that those who are around the negotiating table are most sensitive to their own issues; this is always the case.,Il est vrai que ceux qui sont autour de la table des négociations sont les plus sensibles à leurs propres questions; c'est toujours le cas.,Il est d'ailleurs évident que les personnes qui siègent autour de la table de négociations sont les plus sensibles à leurs propres problèmes. Il en est toujours ainsi.
Helsinki-NLP/opus-mt-tc-big-en-fr,Europarl,fr,We nevertheless believe that the compromise is sound overall because it constitutes a clear improvement upon the original proposal.,Nous pensons néanmoins que le compromis est globalement sain car il constitue une nette amélioration par rapport à la proposition initiale.,"Cependant, nous estimons que le compromis est dans l’ensemble satisfaisant, en ce sens qu’il constitue une nette amélioration par rapport à la proposition initiale."
Helsinki-NLP/opus-mt-tc-big-en-fr,Europarl,fr,"in writing. - (PT) The fight against fraud and misappropriation of public funds, in this case Community funds, must be a priority in each Member State.","par écrit. - (PT) La lutte contre la fraude et le détournement de fonds publics, en l'occurrence des fonds communautaires, doit être une priorité dans chaque État membre.","par écrit. - (PT) La lutte contre la fraude et le détournement de fonds publics, en l'occurrence les fonds communautaires, doivent être une priorité dans chaque État membre."
Helsinki-NLP/opus-mt-tc-big-en-fr,Europarl,fr,We consider this to be setting a worrying precedent for the forthcoming review of the regulation on the rights of air passengers.,Nous estimons qu'il s'agit d'un précédent inquiétant pour la prochaine révision du règlement sur les droits des passagers aériens.,Nous estimons que cela crée un précédent inquiétant pour le réexamen à venir du règlement relatif aux droits des passagers aériens.
Helsinki-NLP/opus-mt-tc-big-en-fr,Europarl,fr,It is not a quick fix.,Ce n'est pas une solution rapide.,Ce n'est pas une solution miracle.
Helsinki-NLP/opus-mt-tc-big-en-fr,Europarl,fr,Subject: Extending cuts to the private sector,Objet: Extension des réductions au secteur privé,Objet: Extension des compressions de personnel au secteur privé
Helsinki-NLP/opus-mt-tc-big-en-fr,Europarl,fr,"We really need to use the first reading as part of our effort, by December, to make the 2005 budget a reliable development resource which will safeguard the smooth integration of the new Member States, the reduction in differences within the Union and the efficient implementation of European policies.","Nous devons vraiment utiliser la première lecture dans le cadre de nos efforts, d'ici décembre, pour faire du budget 2005 une ressource de développement fiable qui garantira la bonne intégration des nouveaux États membres, la réduction des différences au sein de l'Union et la mise en œuvre efficace des politiques européennes.","Nous devons utiliser la première lecture comme partie de notre effort pour, d’ici décembre, faire du budget 2005 une ressource de développement fiable qui préservera l’intégration sans heurts des nouveaux États membres, la réduction des disparités au sein de l’Union et la mise en œuvre efficace des politiques européennes."
Helsinki-NLP/opus-mt-tc-big-en-fr,Europarl,fr,"The Committee of Inquiry's report reveals maladministration on a breathtaking scale by the main players in this affair - the British Government, the Commission, and also the Council.","Le rapport de la commission d'enquête révèle une mauvaise administration d'une ampleur à couper le souffle de la part des principaux acteurs de cette affaire - le gouvernement britannique, la Commission et aussi le Conseil.","Le rapport en objet révèle une gestion proprement effarante de la part des principaux acteurs du marché intérieur: le gouvernement britannique, la Commission, mais aussi le Conseil."
Helsinki-NLP/opus-mt-tc-big-en-fr,Europarl,fr,There is a real guerrilla war in progress.,Il y a une véritable guérilla en cours.,Une guérilla énorme est en cours.
Helsinki-NLP/opus-mt-tc-big-en-fr,Europarl,fr,"That will mean that the NGOs and those who benefit from their work do not suffer, and it will give us a little more time to consider together how best to proceed in the longer term.","Cela signifiera que les ONG et ceux qui bénéficient de leur travail ne souffriront pas, et cela nous donnera un peu plus de temps pour réfléchir ensemble à la meilleure façon de procéder à plus long terme.","De la sorte, les ONG et ceux qui profitent de leur travail ne seront pas le dindon de la farce et nous disposerons d'un laps de temps supplémentaire pour réfléchir à une solution à long terme."
Helsinki-NLP/opus-mt-tc-big-en-fr,Europarl,fr,President Santer hopes that this project will move forward apace under the Austrian presidency.,Le président Santer espère que ce projet progressera rapidement sous la présidence autrichienne.,Un projet que le président de la Commission Santer espère voir avancer à un rythme rapide sous la présidence autrichienne.
Helsinki-NLP/opus-mt-tc-big-en-fr,Europarl,fr,We have learnt that these are political decisions. We should summon up the courage to look our own people in the eye and accept their judgments.,Nous avons appris qu'il s'agit de décisions politiques et que nous devons trouver le courage de regarder notre propre peuple dans les yeux et d'accepter ses jugements.,"Nous avons appris que ce sont des décisions politiques, nous devons avoir le courage de regarder nos propres populations dans les yeux et d'accepter leur jugement."
Helsinki-NLP/opus-mt-tc-big-en-fr,Europarl,fr,"Certainly not: a significant number of services are already the subject of trade which is, quite rightly, strictly regulated, and encouragement given to trade in services must respect this regulatory framework which was established by the competent public authorities.","Certainement pas: un nombre important de services font déjà l'objet d'échanges qui sont, à juste titre, strictement réglementés, et l'encouragement donné au commerce des services doit respecter ce cadre réglementaire qui a été établi par les autorités publiques compétentes.","Certainement pas : un bon nombre de services font l'objet d'échanges qui sont, à juste titre, strictement régulés et l'encouragement donné aux échanges de services doit respecter ce cadre réglementaire qui est fixé par les autorités publiques compétentes."
Helsinki-NLP/opus-mt-tc-big-en-fr,Europarl,fr,"The real problem, however, is the application and observance of these standards!","Le vrai problème, cependant, est l'application et le respect de ces normes!",Mais le problème qui se pose est bien celui de l' application et du respect de ces normes !
Helsinki-NLP/opus-mt-tc-big-en-fr,Europarl,fr,"It should also be pointed out that there was a very constructive approach to the preparations for this Association Council with regard to drafting a joint position, which was adopted by the fifteen members of the Association Council.","Il convient également de souligner qu'il y a eu une approche très constructive des préparatifs de ce conseil d'association en ce qui concerne l'élaboration d'une position commune, qui a été adoptée par les quinze membres du conseil d'association.","Il convient également de relever l'esprit de coopération très constructif qui a présidé à la préparation de ce Conseil d'association, pour la formulation de la position commune adoptée par les Quinze."
Helsinki-NLP/opus-mt-tc-big-en-fr,Europarl,fr,Administrative detention of children is not acceptable.,La détention administrative des enfants n'est pas acceptable.,La détention administrative des enfants est inacceptable.
Helsinki-NLP/opus-mt-tc-big-en-fr,Europarl,fr,"Mr President, I am grateful to Commissioner Vitorino for his work.","Monsieur le Président, je remercie le commissaire Vitorino pour son travail.","Monsieur le Président, je remercie le commissaire Vitorino pour son travail."
Helsinki-NLP/opus-mt-tc-big-en-fr,Europarl,fr,"Whereas the Commission has phrased the substantive elements on which action is to be based, fairly loosely, this Parliament has curtailed these with its additions.","Alors que la Commission a formulé assez vaguement les éléments de fond sur lesquels l'action doit être fondée, ce Parlement les a réduits avec ses ajouts.","Alors que la Commission, probablement consciemment, laisse assez ouverts les éléments du contenu sur lesquels doivent se baser les actions, le Parlement les limite dans ses addenda."
Helsinki-NLP/opus-mt-tc-big-en-fr,Europarl,fr,Would any aid be required and what is the Commission's opinion on Turkey's action?,Des aides seraient-elles nécessaires et quel est l'avis de la Commission sur l'action de la Turquie?,Une aide sera-t-elle nécessaire et que pense la Commission de l'opération de la Turquie?
Helsinki-NLP/opus-mt-tc-big-en-fr,WMT,fr,"However, Tenuk and Kayel quickly realized they weren't alone. A second dark creature shot out from beneath them, and Tenuk only just managed to avoid a collision.","Cependant, Tenuk et Kayel se sont vite rendu compte qu'ils n'étaient pas seuls. Une deuxième créature sombre a tiré de dessous eux, et Tenuk a juste réussi à éviter une collision.","Cependant, Tenuk et Kayel réalisèrent rapidement qu'ils n'étaient pas seuls. Une deuxième créature sombre surgit d'en bas, et Tenuk réussit à l'éviter de justesse."
Helsinki-NLP/opus-mt-tc-big-en-fr,WMT,fr,"Tenuk hesitated, then stepped back, giving himself some space. With a low, slightly pained grunt, Tenuk's body stretched out, his fur replaced with scales and his arms replaced with wings. He quickly turned himself into a normal, light blue Thraki, but his eyes remained red.","Tenuk hésita, puis recula, se donnant un peu d'espace. Avec un grognement bas et légèrement douloureux, le corps de Tenuk s'étira, sa fourrure remplacée par des écailles et ses bras remplacés par des ailes. Il se transforma rapidement en un Thraki normal, bleu clair, mais ses yeux restèrent rouges.","Tenuk hésita, puis recula pour se dégager un peu de place. Dans un faible grognement légèrement peiné, son corps se déploya, sa fourrure fut remplacée par des écailles et ses bras se transformèrent en ailes. Il redevint rapidement le Thraki bleu clair normal, mais ses yeux restèrent rouges."
Helsinki-NLP/opus-mt-tc-big-en-fr,WMT,fr,"They wondered if she would actually let them enter, unlike the previous times they went to ask. I still have a bruise from the last time. Ivory chuckled from the memory. Kari had thrown a book at their shoulder, but when she saw who it was, she apologized immediately.","Ils se demandaient si elle les laisserait entrer, contrairement aux fois précédentes où ils allaient demander. J'ai encore une ecchymose de la dernière fois. Ivory riait de la mémoire. Kari leur avait jeté un livre à l'épaule, mais quand elle a vu qui c'était, elle s'est excusée immédiatement.","Iel se demanda si elle l'inviterait à entrer, contrairement aux autres fois où iel lui avait demandé. Je garde encore des ecchymoses de la fois précédente. Ivory gloussa à ce souvenir. Kari lui avait jeté un livre sur l'épaule, mais lorsqu'elle s'était rendu compte de qui c'était, elle s'était immédiatement excusée."
Helsinki-NLP/opus-mt-tc-big-en-fr,WMT,fr,"The ESP didn't go online immediately, let's give it a few minutes.","L'ESP n'est pas mis en ligne immédiatement, donnons-lui quelques minutes.","L'ESP ne s'est pas tout de suite connecté, patientons quelques minutes."
Helsinki-NLP/opus-mt-tc-big-en-fr,WMT,fr,"Ignacio Sánchez Recarte, secretary general of the Comité Européen des Entreprises Vins trade association representing some 7,000 wine producers across Europe, is dismissive of the concerns of the beer makers. He told Euronews that a market dominated by multinational brewing conglomerates bears no comparison with one comprised almost entirely of small, domestic producers.","Ignacio Snchez Recarte, secrétaire général du Comité Européen des Entreprises Vins, qui représente quelque 7 000 producteurs de vin à travers l'Europe, dédaigne les préoccupations des brasseurs. Il a déclaré à Euronews qu'un marché dominé par des conglomérats brassicoles multinationaux n'a aucune comparaison avec un marché composé presque entièrement de petits producteurs nationaux.","Ignacio Sánchez Recarte, secrétaire général du Comité Européen des Entreprises Vins, une association professionnelle représentant quelque 7 000 producteurs de vin de toute l'Europe, fait peu de cas des inquiétudes des fabricants de bière. Il a déclaré à Euronews qu'un marché dominé par des conglomérats de la bière multinationaux n'était en aucun cas comparable à un marché constitué presque entièrement de petits producteurs nationaux."
Helsinki-NLP/opus-mt-tc-big-en-fr,WMT,fr,@user4 @user3 @user5 @user6,user4 user3 user5 user6,@user4 @user3 @user5 @user6
Helsinki-NLP/opus-mt-tc-big-en-fr,WMT,fr,"Judging by the state of our hospitals, the SNP's talk of recovery plans and action plans is simply that - talk, and dangerous talk at that. We must not allow incompetent politicians to lull us into complicity in the demise of that great British institution, the National Health Service.","À en juger par l'état de nos hôpitaux, les discours du SNP sur les plans de redressement et d'action sont tout simplement des discours dangereux, et nous ne devons pas permettre à des politiciens incompétents de nous assouvir dans la complicité dans la disparition de cette grande institution britannique, le National Health Service.","À en juger par l'état de nos hôpitaux, les discours du SNP sur les plans de rénovation et d'action ne sont que cela : des discours, et des discours dangereux. Nous ne devons pas laisser des politiciens incompétents nous rendre complices de la disparation de cette formidable institution britannique qu'est le National Health Service."
Helsinki-NLP/opus-mt-tc-big-en-fr,WMT,fr,🚨 breaking news:,Dernières nouvelles:,🚨 scoop :
Helsinki-NLP/opus-mt-tc-big-en-fr,WMT,fr,This song is encapsulates my predicament…,Cette chanson est encapsulant ma situation...,Cette chanson parle du pétrin dans lequel je me trouve...
Helsinki-NLP/opus-mt-tc-big-en-fr,WMT,fr,Both the old and the new Listing titles call it a 12V 10W panel.,L'ancien et le nouveau Listing l'appellent un panneau 12V 10W.,"Les titres des anciennes et des nouvelles spécifications mentionnent un panneau 12 V, 10 W."
Helsinki-NLP/opus-mt-tc-big-en-fr,WMT,fr,"Isn’t that funny? We have half the manpower left, and we can’t even refrain from hurting one another. I hastily sped up, Al’s was around the corner, so I would be fine inside. A glance behind me ensured that I was no longer being tailed as I stood in front of a bright glowing sign that read, “Alborn’s Pawnshop!” With slower steps, I entered once again–this place was more under the cover, as Alborn would often take in people who’d been mutated and snuck into Paltricus. Upon opening the door, the lights had been shut off, interestingly enough–there was no Al. No refugees. Nothing. Something wasn’t right here.","N'est-ce pas drôle? Nous avons la moitié de la main-d'œuvre restante, et nous ne pouvons même pas nous empêcher de nous blesser les uns les autres. Je me suis hâté, Al était au coin de la rue, donc je serais bien à l'intérieur. Un coup d'œil derrière moi m'a assuré que je n'étais plus poursuivi alors que je me tenais devant un signe lumineux et lumineux qui lisait:","C'est drôle, n'est-ce-pas ? Nous ne sommes plus que la moitié en effectif, et nous ne pouvons pas nous empêcher de nous blesser les uns les autres. J'accélérai le pas, Al était juste au coin, je serais en sécurité à l'intérieur. Un regard derrière moi confirma que je n'étais plus suivie, tandis que je me tenais devant une enseigne lumineuse qui disait : ""Dépôt-vente d'Alborn"" ! En ralentissant le pas, j'entrai de nouveau dans cet endroit, qui était plus discret, car Alborn accueillait souvent des personnes mutées qui s'étaient infiltrées dans Paltricus. Au moment où j'ouvris la porte, les lumières s'éteignirent, curieusement, il n'y avait pas de Al. Pas de réfugiés. Rien. Quelque chose clochait ici."
Helsinki-NLP/opus-mt-tc-big-en-fr,WMT,fr,These good quality stickers are about 50p each. They'll cost the same again to post. And way more in my own time to individually package and send them.,Ces autocollants de bonne qualité sont d'environ 50p chacun. Ils coûteront la même chose à poster. Et beaucoup plus dans mon propre temps pour les emballer et les envoyer individuellement.,Ces autocollants de bonne qualité coûtent environ 50 pence pièce. Il m'en coûte autant de les envoyer par la poste. Et les emballer individuellement et les poster me coûte bien plus en temps.
Helsinki-NLP/opus-mt-tc-big-en-fr,WMT,fr,So the challenges in this are already showing themselves. I'm likely going to have a VERY difficult time getting a medical clearance due to the FAA's stance on certain medications.,Je vais probablement avoir beaucoup de mal à obtenir un certificat médical en raison de la position de la FAA sur certains médicaments.,"Les difficultés commencent déjà à apparaître. Je vais probablement avoir BEAUCOUP de mal à obtenir un certificat médical, en raison de la position de la FAA vis-à-vis de certains médicaments."
Helsinki-NLP/opus-mt-tc-big-en-fr,WMT,fr,And just under the wire basically someone actually beat Trimming the Herbs! Really impressive.,"Et juste sous le fil, quelqu'un a battu les herbes! Vraiment impressionnant.","Et juste à la dernière minute, quelqu'un a finalement réussi à passer ""Couper les herbes"" ! Impressionnant."
Helsinki-NLP/opus-mt-tc-big-en-fr,WMT,fr,Yea so I flew this today.,"Oui, donc j'ai volé ça aujourd'hui.",Youhou ! J'ai piloté ça aujourd'hui.
Helsinki-NLP/opus-mt-tc-big-en-fr,WMT,fr,"So my dad can't give me rides to work. And for me, work is about 27 miles away. So there and back would be nearly a $100 a day with Uber. I haven't looked at Lyft. I could have, I guess, that makes sense. But I didn't have rental on my auto insurance, so that's my fault. So I guess I could have tried to do that and get that set up and tried to get a rental while I was down and out of a car. But even then, a rental wouldn't cover seven days. I'm going to sneeze, hold on. That sneeze sucked.","Donc, mon père ne peut pas me donner des promenades pour travailler. Et pour moi, le travail est à environ 27 miles. Donc, il y aurait près de 100 $ par jour avec Uber. Je n'ai pas regardé Lyft. Je suppose que j'aurais pu, je suppose, avoir un sens. Mais je n'avais pas de location sur mon assurance automobile, donc c'est ma faute. Donc je suppose que j'aurais pu essayer de le faire.","Mon père ne peut pas m'emmener au travail. Et mon travail se trouve à environ 43 kilomètres. Aller-retour, ça coûterait environ 100 $ par jour en Uber. Je ne me suis pas renseigné pour Lyft, j'aurais pu, c'est vrai. La location n'était pas incluse dans mon assurance auto, donc c'est de ma faute. J'aurais pu essayer de régler ça et essayer de trouver une location lorsque je n'avais plus de voiture. Mais, même comme ça, une location n'aurait pas couvert sept jours. Je vais éternuer, attendez. Cet éternuement était nul."
Helsinki-NLP/opus-mt-tc-big-en-fr,WMT,fr,Saturday Cont:,Samedi Cont:,Samedi (suite) :
Helsinki-NLP/opus-mt-tc-big-en-fr,WMT,fr,"Rosendale, a member of the hard-right Freedom Caucus, was one of the individuals who derailed the Wednesday votes. He views the top line number in Johnson's deal as being too high and as doing too little to cut the $34 trillion national debt.","Rosendale, membre du caucus de la liberté de l'extrême droite, a été l'une des personnes qui ont fait dérailler les votes de mercredi. Il considère que le chiffre le plus élevé de l'accord de Johnson est trop élevé et trop peu pour réduire la dette nationale de 34 billions de dollars.","Matt Rosendale, membre du Freedom Caucus (ultra-conservateur), est l'un des élus qui ont fait échouer les votes de mercredi. Il juge que le montant global de l'accord proposé par Mike Johnson est trop élevé et qu'il n'en fait pas assez pour réduire la dette nationale de 34 000 milliards de dollars."
Helsinki-NLP/opus-mt-tc-big-en-fr,WMT,fr,"South Wales four-piece The Now are proud to release their debut album, Too Hot To Handle, via True Music, and Callum joins me now. How are you doing, Callum? How's it going? Yeah, all good. Good, yourself? Yes, I'm very good. Thank you. It's a privilege to speak to yourselves because I've been listening to your music quite a lot since 2023. So I'm just loving the music, and I think it's something that we definitely need in the charts these days.","Les quatre musiciens du Pays de Galles du Sud, The Now, sont fiers de sortir leur premier album, Too Hot To Handle, via True Music, et Callum me rejoint maintenant. Comment allez-vous, Callum? Comment ça se passe? Ouais, tout va bien. Bien, vous-même? Oui, je suis très bon. Merci. C'est un privilège de parler à vous-mêmes parce que j'écoute beaucoup votre musique depuis 2023.","Le groupe The Now, quatre musiciens originaires du sud du Pays de Galles, est fier de la sortie de son premier album Too Hot To Handle, via True Music, et voilà Callum qui me rejoint. Comment ça va, Callum ? En forme ? Ouais, tout va bien. Et vous ? Ça va très bien, merci. C'est un privilège de pouvoir discuter avec vous. J'ai beaucoup écouté votre musique depuis 2023. J'adore. Je trouve qu'on en a bien besoin en ce moment."
