Model,Language,Source Sentence,Translation,Reference Sentence
alirezamsh/small100,el,"In that moment in time, Mandela told the world's press that there was a virtual genocide taking place in his country; that post-apartheid Rainbow Nation, a thousand people were dying on a daily basis and that the front line victims, the most vulnerable of all, were women and children.","Εκείνη τη στιγμή, ο Μαντέλα είπε στους παγκόσμιους Τύπους ότι υπήρχε μια εικονική γενοκτονία στη χώρα του, ότι το μετα-απαρτχάιντ Rainbow Nation, χιλιάδες άνθρωποι πεθαίνουν καθημερινά και ότι τα θύματα της πρώτης γραμμής, τα πιο ευάλωτα από όλα, ήταν γυναίκες και παιδιά.","Εκείνη τη στιγμή, ο Μαντέλα είπε στον παγκόσμιο τύπο ότι μια πραγματική γενοκτονία συνέβαινε στη χώρα του, ότι μετά το Απαρτχάιντ το Έθνος του Ουράνιου Τόξου χίλια άτομα πέθαιναν κάθε μέρα, και ότι τα θύματα της πρώτης γραμμής, τα πιο ευάλωτα απ 'όλους, ήταν γυναίκες και παιδιά."
alirezamsh/small100,el,Whose son shall it be?,Ποιός γιος θα είναι;,Ποιανού γιός θα είναι;
alirezamsh/small100,el,We're going to eradicate fear.,Θα εξαλείψουμε τον φόβο.,Θα εξαφανίσουμε το φόβο.
alirezamsh/small100,el,Everything seems to have gone fine.,Όλα φαίνεται να πήγαν καλά.,¨ Όλα φαίνονται να έχουν πάει καλά.
alirezamsh/small100,hu,"On this picture, you have my father-in-law surrounded by his three beautiful daughters.",Ebben a képben a vőlegényemet három gyönyörű lánya körülveszi.,"Ezen a képen az apósomat láthatják, három gyönyörű lánya körében."
alirezamsh/small100,hu,"(Laughter) And I'm like, """" What is this jacked-up metaphor?","(Nevetés) És én úgy érzem, """" Mi ez a Jacked-up metaforája?","(Nevetés) És arra gondolok, """" Mi ez az elcseszett metafora?"
alirezamsh/small100,hu,(Applause),( az üdvözlettel),(Taps)
alirezamsh/small100,hu,It's not saying that it's not a big problem.,"Nem azt jelenti, hogy ez nem nagy probléma.",hogy ez ne lenne nagy probléma!
alirezamsh/small100,hu,"So this is a work called """" The Sun Shadow. """" And it was almost like a sheet of paper, like a cutout of a childlike drawing of an oil spill or a sun.","Tehát ez egy mű nevezett """" A Nap árnyék. """" És ez szinte olyan volt, mint egy papírlap, mint egy gyermekes rajz egy olajfolyadék vagy a nap.","Ennek a munkának a címe """" A Nap árnyék """". Egy papírdarabhoz hasonlatos, egy kivágott gyerekrajzhoz, ami olajfoltot vagy napot ábrázol."
alirezamsh/small100,hu,"There's been many other seminars and university students, and different things.","Sok más szeminárium és egyetemi diák volt, és különböző dolgok.","Sok-sok szemináriumon, hallgatóval, különböző dolgokkal."
alirezamsh/small100,hu,This is really exciting.,Ez valóban izgalmas.,Ez nagyon izgalmas.
alirezamsh/small100,hu,One woman straps herself.,Egy nő büntetik önmagát.,Egy nő gúzsba köti magát.
alirezamsh/small100,hu,"The oil was running out, and a nuclear winter would finish us off.","Az olaj kilépett, és egy nukleáris tél véget ér.",Az olaj kifogyóban volt. Végül a nukleáris tél végzett volna velünk.
alirezamsh/small100,hu,"And the optical components, if you look at the inset up on the right, we had to figure out a way to manufacture lenses in paper itself at really high throughputs, so it uses a process of self-assembly and surface tension to build achromatic lenses in the paper itself.","És az optikai alkatrészek, ha a jobb oldalon megnézzük a beépítést, meg kellett találnunk egy módját a lencsék gyártására magában a papíron valóban magas átjáróknál, így az önösszerelés és a felszíni feszültség folyamatát használja az akromatikus lencsék építéséhez maga a papíron.","És az optikai elemek, ha a jobb felső beillesztett képet nézitek, ki kellett találni, hogy hogyan gyártsunk lencsét papírba ágyazva, nagy kivitelben, úgyhogy a folyamat önszerveződésen és felületi feszültségen alapul, hogy színtorzulás-mentes lencsét illesszünk magába a papírba."
alirezamsh/small100,hu,"And her baby will receive PMTCT, which will mean that that baby can be born free of the virus.","És a csecsemő PMTCT-t kap, ami azt jelenti, hogy ez a baba a vírus nélkül születhet.","A baba pedig PMTCT-ben fog részesülni, ami azt jelenti, hogy vírusmentesen születhet meg."
alirezamsh/small100,hu,"The other word, peripeteia, that's the moment in the great tragedies, you know — Euripides and Sophocles — the moment where Oedipus has his moment, where he suddenly realizes that hot chick he's been sleeping with and having babies with is his mother. OK.","A másik szó, a peripeteia, ez az a pillanat a nagy tragédiákban, tudod - Euripides és Sophocles - az a pillanat, amikor Oedipusznak van pillanatja, amikor hirtelen rájön, hogy a forró csirke, amellyel aludt és a baba van, az anyja.","A másik szó, a peripeteia, az az a pillanat a tragédiákban, amikor, tudjátok - Euripidész és Szophoklész - az a pillanat, amikor Oidipusz rájön, mikor hirtelen rádöbben, hogy a jó csaj, akivel lefeküdt és akitől gyerekei születtek, az anyja. Oké."
alirezamsh/small100,hu,"Mars, on the other hand, has been unprotected because of its lack of magnetic field, and over billions of years, maybe enough atmosphere has been stripped away to account for a transition from a habitable planet to the planet that we see today.","Másrészt a Mars nem védett a mágneses mező hiánya miatt, és több milliárd éve talán elegendő légköret is eltávolítottak ahhoz, hogy egy lakható bolygóról a ma látott bolygóra való átmenetet eredményezzen.","Másrészről a Mars védtelen volt, mert nincs mágneses tere, és több milliárd év alatt annyi légkör elillanhatott, hogy lakható bolygóból olyanná alakult, amilyennek ma látjuk."
alirezamsh/small100,hu,"Just for malaria itself, there are a million deaths a year, and more than a billion people that need to be tested because they are at risk for different species of malarial infections.","Csak a malária esetében évente egymillió halálos áldozata van, és több mint egymilliárd embert kell tesztelni, mert különböző típusú maláriás fertőzések kockázata van.","A malária önmagában évi egymillió áldozatot követel, és több mint egy milliárd embert kell tesztelni, mert fennáll a kockázata különböző maláriafajok fertőzésének."
alirezamsh/small100,hu,The lists go on and on.,A listák folytatódnak és folytatódnak.,És ez így megy tovább...
alirezamsh/small100,hu,"Now, criminals who weren't capable of reaching us before can reach us.","Most olyan bűnözők, akik korábban nem tudtak elérni hozzánk, elérhetők hozzánk.","Ezért azok a bűnözők is képesek elérni bennünket, — áldozatokat — akik eddig nem voltak képesek erre."
alirezamsh/small100,hu,"When that doesn't work, when it turns out those people have all the same facts that we do and they still disagree with us, then we move on to a second assumption, which is that they're idiots.","Amikor ez nem működik, amikor kiderül, hogy ezek az emberek ugyanazokkal a tényekkel rendelkeznek, mint mi, és még mindig nem értek egyet velünk, akkor egy második feltételezésre haladunk, azaz hülyeségek.","Ha ez nem működik, mert kiderül, hogy a másik félnek is ugyanaz az információ áll rendelkezésére, mint nekünk és mégsem ért egyet velünk, akkor továbblépünk a második feltevésre, mégpedig, hogy idiótával állunk szemben."
alirezamsh/small100,hu,The doctors and nurses were phenomenal.,Az orvosok és az ápolók csodálatosak voltak.,Az orvosok és nővérek lenyűgözőek voltak.
alirezamsh/small100,hu,The shores are from a different location.,A partok más helyről származnak.,A partok egy másik helyről származnak.
alirezamsh/small100,hu,"This might strike you as a strange career move, but it actually has one great advantage: no job competition.","Ez furcsa karriermozgásnak tűnhet, de valójában van egy nagy előnye: nincs munkakörnyezet.","Kissé furcsa karrier-választásnak tűnhet, de van egy hatalmas előnye: nincs nagy konkurencia."
alirezamsh/small100,it,(Applause) Thank you. (Applause),(Applause) Grazie (Applause),(Applausi) Grazie. (Applausi)
alirezamsh/small100,it,So it's possible to run a different type of campaign.,Quindi è possibile eseguire un tipo diverso di campagna.,Quindi è possibile condurre una campagna elettorale differente.
alirezamsh/small100,it,"That's a huge difference, a seven-fold difference.","È una differenza enorme, una differenza di sette volte.","C' è una grossa differenza, sette volte tanto."
alirezamsh/small100,it,"And so I committed — when I left South Africa, when I left Capetown, I told myself, """" This is going to be something that I have to talk about.","E così ho impegnato - quando ho lasciato il Sud Africa, quando ho lasciato Capetown, mi sono detto: ""Questo sarà qualcosa di cui devo parlare.","Fu allora che mi impegnai - quando lasciai il Sud Africa, quando lasciai Capetown, e dissi a me stessa: """" è un argomento del quale devo parlare."
alirezamsh/small100,it,I'm Jane McGonigal. I'm a game designer.,"Io sono Jane McGonigal, sono un designer di gioco.",Mi chiamo Jane McGonigal. Sono un' autrice di videogiochi.
alirezamsh/small100,it,That was the problem.,Questo è stato il problema.,Questo era il problema.
alirezamsh/small100,it,Where are economic networks?,Dove sono le reti economiche?,Dove sono le reti economiche?
alirezamsh/small100,it,All hell broke loose.,Tutto l’inferno rompe libero.,Fu un momento di panico generale.
alirezamsh/small100,it,Think about it: Marketeers spend all their time making us switch from one brand to the other.,Pensa a questo: i marketers trascorrono tutto il loro tempo facendoci passare da un marchio all'altro.,Pensateci: il marketing cerca continuamente di farci passare da una marca all' altra.
alirezamsh/small100,it,"Now, the most common interpretation of this, which you find in all the psychiatry textbooks, is a Freudian view, and that is that this chap — and the same argument applies to women, by the way, but I'll just talk about guys.","Ora, l'interpretazione più comune di questo, che si trova in tutti i manuali di psichiatria, è una visione Freudiana, ed è che questo capitolo - e lo stesso argomento vale per le donne, a proposito, ma parlerò solo dei ragazzi.","Ora, l' interpretazione più comune che si trova in tutti i manuali di psichiatria, è una visione freudiana, e cioè che questo tizio — la stessa cosa vale per le donne, ma parlerò solo di uomini —"
alirezamsh/small100,it,"Basically, about half of the world's population is lacking in iron, zinc, iodine and vitamin A.","Fondamentalmente, circa la metà della popolazione mondiale ha mancanza di ferro, zinco, iodina e vitamina A.","In pratica, circa metà della popolazione mondiale ha carenza di ferro, zinco, iodio e vitamina A."
alirezamsh/small100,it,I'm performing for you.,Io funziona per te.,Mi sto esibendo per voi.
alirezamsh/small100,it,"When a leader makes the choice to put the safety and lives of the people inside the organization first, to sacrifice their comforts and sacrifice the tangible results, so that the people remain and feel safe and feel like they belong, remarkable things happen.","Quando un leader fa la scelta di mettere in primo luogo la sicurezza e la vita delle persone all’interno dell’organizzazione, di sacrificare i loro comfort e di sacrificare i risultati tangibili, in modo che le persone rimangano e si sentissero sicure e si sentissero appartenenti, accadono cose notevoli.","Quando un leader fa la scelta di stabilire come priorità la sicurezza e la vita delle persone nell' organizzazione per sacrificare le proprie comodità a favore di risultati tangibili, così che le persone rimangono e si sentono sicure e accettate, accadono cose notevoli."
alirezamsh/small100,it,Next portrait interpretation is metaphoric.,La prossima interpretazione del ritratto è metaforica.,La prossima interpretazione del dipinto è metaforica.
alirezamsh/small100,it,"Harvest palms, smoke.","Coltivazione di palme, fumo.","Raccolti di palme, fumo."
alirezamsh/small100,it,"And sure enough, the four year-olds used the evidence to wave the object on top of the detector.","E abbastanza sicuro, i quattro anni usano le prove per ondare l'oggetto sopra il rilevatore.","E infatti, il bambino di quattro anni ha usato le prove per agitare l' oggetto sul rilevatore."
alirezamsh/small100,it,I grew up in a family where every dinner conversation was around social justice.,Sono cresciuto in una famiglia in cui ogni conversazione di cena era intorno alla giustizia sociale.,Sono cresciuta in una famiglia dove ogni conversazione a tavola riguardava la giustizia sociale.
alirezamsh/small100,it,"And on the left side, you'll see the processed video where the camera has made him invisible.","E sul lato sinistro, vedrai il video elaborato in cui la fotocamera lo ha reso invisibile.",E sulla sinistra vedrete il video elaborato dove la telecamera l' ha reso invisibile.
alirezamsh/small100,it,How did we get here?,Come siamo arrivati qui?,Come abbiamo fatto ad arrivare a questo punto?
alirezamsh/small100,it,It's just a quick video of what we do.,È solo un rapido video di quello che facciamo.,È un breve filmato di ciò che facciamo.
alirezamsh/small100,lt,This attachment to our own rightness keeps us from preventing mistakes when we absolutely need to and causes us to treat each other terribly.,"Šis pripažinimas prie mūsų pačių teisingumo neleidžia mums išvengti klaidų, kai mums absoliučiai reikia ir verčia mus elgtis vienas su kitu siaubingai.","Šis prisirišimas prie savo teisumo trukdo mums išvengti klaidų, kuomet mums to visapusiškai reikia ir priverčia mus elgtis siaubingai vieniems su kitais."
alirezamsh/small100,lt,We would never do it.,Mes niekada to nedarysime.,Niekas taip nedaro.
alirezamsh/small100,lt,"My big idea is a very, very small idea that can unlock billions of big ideas that are at the moment dormant inside us.","Mano didelė idėja yra labai maža idėja, kuri gali atblokuoti milijardus didelių idėjų, kurios šiuo metu miega mūsų viduje.","Mano didelė idėja tėra mažytė idėja, galinti atverti milijonus didelių idėjų, kurios šiuo metu slypi mumyse."
alirezamsh/small100,lt,"Now essentially, this represented taking an aggressive stance towards my own mind, a kind of psychic civil war, and in turn this caused the number of voices to increase and grow progressively hostile and menacing.","Dabar iš esmės tai atstovavo agresyvią požiūrį į savo protą, tam tikrą psichinį pilietinį karą, ir savo ruožtu tai sukėlė balsų skaičių padidėti ir palaipsniui augti priešiški ir grėsmingai.","Tuomet iš esmės pasidariau agresyvi prieš savo pačios protą, tai buvo lyg dvasios pilietinis karas, ir pradėjau girdėti daugiau balsų, ir tie balsai pasidarė priešiški ir grėsmingi."
alirezamsh/small100,lt,CA: Wow.,"Pavyzdžiui, wow",K. Andersonas: Tai bent.
alirezamsh/small100,lt,"It was neutral, impassive and even, after a while, strangely companionate and reassuring, although I did notice that its calm exterior sometimes slipped and that it occasionally mirrored my own unexpressed emotion.","Tai buvo neutrali, imasiška ir netgi, po kurio laiko, keistai bendraujanti ir raminanti, nors pastebėjau, kad jos ramus išorė kartais nusileido ir kad ji kartais atspindėjo mano neišreikštą emociją.","Jis buvo neutralus, ramus ir netgi, po kiek laiko, keistai draugiškas ir užtikrinantis. Nors kartais pastebėdavau, kad jis atspindėdavo mano neparodytas emocijas."
alirezamsh/small100,lt,Sputnik quickly became one of the three great shocks to hit America — historians say the equal of Pearl Harbor or 9 / 11.,"Sputnik greitai tapo vienu iš trijų didelių šokų, nukentėjusių į Ameriką - istorikai sako, kad Pearl Harbor lygis arba 9 / 11.","Greitai Sputnik 'as tapo vienu iš trijų didžiausių Amerikos sukrėtimų, istorikų sulyginamas su Perl Harbor' u ir rugsėjo 11-osios tragedija."
alirezamsh/small100,lt,But it was a temp job.,Bet tai buvo tempas.,Bet tai buvo laikinas darbas.
alirezamsh/small100,lt,"As you can see, these images aren't really special.","Kaip matote, šios nuotraukos nėra ypatingos.","Kaip matote, šie vaizdai nėra kažkuo ypatingi."
alirezamsh/small100,lt,It's for the number needed to treat.,"Tai yra dėl skaičiaus, kurio reikia gydyti.",Tai skaičius reikalingas pagydyti.
alirezamsh/small100,lt,"Because of that feeling, I was able to contrast the stereotypes I'd been taught as a child with real life experience and interaction.","Dėl šio jausmo galėjau kontrastuoti stereotipus, kuriuos buvau mokęs kaip vaikas, turintis realaus gyvenimo patirties ir sąveikos.",Dėl to jausmo aš galėjau palyginti vaikystėje išmoktus stereotipus su gyvenimiška patirtimi ir bendravimu.
alirezamsh/small100,lt,This fishing village was famous for sculpture.,Šis žvejybos kaimas buvo žinomas dėl skulptūros.,Žvejų kaimelis buvo garsus savo skulptūromis.
alirezamsh/small100,lt,Thank you very much.,Labai ačiū. 🙂,Ačiū jums labai.
alirezamsh/small100,lt,Be funny and create some magic.,Būkite juokingi ir sukurkite magiją.,Būkit linksmos ir kurkite magiją.
alirezamsh/small100,lt,Every single email you write is saved and sent to the criminals.,"Kiekvienas laiškas, kurį rašote, yra išsaugotas ir siunčiamas nusikaltėliams.",Kiekvienas jūsų el. paštas yra išsaugomas ir nusiunčiamas nusikaltėliams.
alirezamsh/small100,lt,"You have to keep well-slept, well-fed and propagating into the next generation, which in tribal times might have worked OK.","Jūs turite išlaikyti gerą miegą, gerai maitinimą ir plisti į kitą kartą, kuri genčių laikais galėjo veikti gerai.","Tau reikia išsimiegoti, pasimaitinti ir pratęsti giminę ir viso to gyvenant gentyje būtų pakakę."
alirezamsh/small100,lt,"Julian Assange: Yeah, can it possibly be true?","Julian Assange: Taip, ar tai gali būti tiesa?","Džulianas Asanžas: Na, ar taip gali būti?"
alirezamsh/small100,lt,"During the four years of conflict that devastated the Bosnian nation in the early '90s, approximately 30,000 citizens, mainly civilians, went missing, presumed killed, and another 100,000 were killed during combat operations.","Per ketverius metus konflikto, kuris pražudė Bosnijos tautą devyniasdešimtojo dešimtmečio pradžioje, apie 30 000 žmonių, daugiausia civilių, dingo, tariamai žuvo, o dar 100 000 buvo nužudyti karo operacijų metu.","Per ketverius kruvino konflikto, suniokojusio Bosnijos tautą devyniasdešimtųjų pradžioje, metus, apie 30 000 gyventojų, daugiausia civiliai, dingo ir buvo laikomi mirusiais, o dar 100 000 buvo nužudyti per karines operacijas."
alirezamsh/small100,lt,"Is it really yours? """" So they sent us this screen shot with the author in the Microsoft Word ID.","Ar tai tikrai jūsų? """" Taigi jie siuntė mums šį ekrano nušautą su autoriumi ""Microsoft Word"" ID.","Ar iš tiesų jis priklauso jums? """" Tada jie atsiuntė mums dokumento grafinį vaizdą, o Microsoft Word ID dalyje buvo nurodytas dokumento autorius."
alirezamsh/small100,lt,How do I know about this car?,Kaip sužinoti apie šį automobilį?,Iš kur aš žinau apie šį automobilį?
alirezamsh/small100,mk,"There's been allegations of a $2 billion money trail that leads back to President Vladimir Putin of Russia via his close childhood friend, who happens to be a top cellist.","Постојат обвинувања за пари од 2 милијарди долари што го враќа рускиот претседател Владимир Путин преку неговиот близок пријател од детството, кој се случува да биде врвен цилист.","Постојат тврдења за трагата на 2 милијарди долари која води до Владимир Путин, претседателот на Русија преку негов другар од детството, кој случајно е врвен виолончелист."
alirezamsh/small100,mk,the people to save the numbers.,Луѓето да ги спасат броевите.,луѓето за да ги спасат бројките.
alirezamsh/small100,mk,So I said something.,Значи кажав нешто.,Па кажав нешто.
alirezamsh/small100,mk,How about a $250 million bonus to Mother Teresa?,Како да добиете 250 милиони долари за Мајка Тереза?,Што е со 250 милиони долари бонус до Мајка Тереза?
alirezamsh/small100,mk,Solar technology is...,Соларната технологија е...,Соларна технологија е...
alirezamsh/small100,mk,"C'mon, fire!",Ајде да го запалиме!,"Ајде, пукај!"
alirezamsh/small100,mk,"Now, this has already started to have pretty immediate repercussions.",Сега тоа веќе почнува да има сосема непосредни последици.,Веќе ги гледаме последиците од ова.
alirezamsh/small100,mk,"And that's something from my father and something from other capable, generous men that have been in my life.","И тоа е нешто од мојот татко и нешто од други способни, великодушни мажи кои беа во мојот живот.",Ова е нешто од татко ми и нешто од други способни и дарежливи луѓе во мојот живот.
alirezamsh/small100,mk,"So information that organizations are spending economic effort into concealing, that's a really good signal that when the information gets out, there's a hope of it doing some good — because the organizations that know it best, that know it from the inside out, are spending work to conceal it.","Значи информациите дека организациите трошат економски напори за да ги сокријат, тоа е навистина добар сигнал дека кога информациите излегуваат, постои надеж дека тие ќе направат нешто добро - бидејќи организациите кои најдобро го знаат, кои го знаат одвнатре, трошат работа за да ги сокријат.","Информацијата дека организациите трошат огромни економски средства во криење, тоа е навистина добар сигнал, дека кога информацијата ќе биде објавена, има надеж таа да предизвика нешто добро на крајот. Бидејќи организациите кои го знаат тоа најдобро, го познаваат суштински, трошат време и пари да го сокријат."
alirezamsh/small100,mk,"If you get a job at Next Jump, you cannot get fired for performance issues.","Ако добиете работа во Next Jump, не можете да бидете отпуштени поради проблеми со перформансите.",Ако се вработиш во Next Jump не можеш да добиеш отказ за проблеми од изведувачка природа.
alirezamsh/small100,mk,These kinds of things.,Овие работи се вакви.,Овие нешта. Луѓето во основа ви го презентираат нивното вистинско јас.
alirezamsh/small100,mk,"When I was 19, I was in a really bad car accident.",Кога имав 19 години бев во лоша сообраќајна несреќа.,"Кога имав 19, имав една навистина тешка сообраќајна несреќа."
alirezamsh/small100,mk,"And the national TV station was injuncted five minutes before it went on air, like out of a movie: injunction landed on the news desk, and the news reader was like, ""This has never happened before. What do we do?""","И националната телевизиска станица беше осудена пет минути пред да излезе во воздух, како од филм: заповед слеташе на новинарската маса, а читачот на вести беше како: ""Ова никогаш претходно не се случи.","И на националната ТВ станица ѝ беше забрането да го објави, пет минути пред емитувањето. Како на филм, забраната слета на масата на новинарите, и водителот беше збунет, „Ова не се случило никогаш до сега. Што да правиме?“"
alirezamsh/small100,mk,"Bob believes in heart counts, and it's much more difficult to simply reduce the heart count.","Боб верува во срцето брои, и многу потешко е едноставно да се намали бројот на срцето.","Боб верува во броење по срца, и многу е потешко едноставно да се намали бројот на срца."
alirezamsh/small100,mk,"Together, we can end the secrecy that is currently allowing tax evasion, corruption, money laundering to flourish.","Заедно можеме да ја завршиме тајната која во моментов овозможува да се процветат даночните избегнувања, корупцијата, перењето пари.","Заеднички можеме да ја прекинеме тајноста која во моментов дозволува затајувањето на даноци, корупцијата и перењето на пари да цветаат."
alirezamsh/small100,mk,And that affects all of us.,И тоа влијае на сите нас.,Тоа е нешто што нѐ засега сите.
alirezamsh/small100,mk,And there's a lot of information.,И има многу информации.,И постојат многу информации.
alirezamsh/small100,mk,CA: So let's talk a little more broadly about this.,П: Ајде да разговараме малку пошироко за ова.,КА: Ајде да разговараме малку пошироко за ова.
alirezamsh/small100,mk,"So as we are facing all the multiple crises in our world at the moment, what is good for us on a personal level, what's going to bring more joy, gratitude, effectiveness in our lives and be the best for our own careers is also what is best for the world.","Значи, како што се соочуваме со сите бројни кризи во нашиот свет во моментов, она што е добро за нас на лично ниво, она што ќе донесе повеќе радост, благодарност, ефикасност во нашите животи и да биде најдобро за нашите сопствени кариери е исто така најдобро за светот.","Па додека се соочуваме со мноштво од кризи во светот во овој момент, она што е добро за нас на личен план, она што ќе ни донесе повеќе радост, благодарност, ефективност во нашите животи и она што ќе биде најдобро за нашите кариери, е истото што е најдобро и за светот."
alirezamsh/small100,mk,It's just a quick video of what we do.,Ова е само брз видео на она што го правиме.,Ова е само едно кратко видео за она што го работиме.
alirezamsh/small100,pl,There is nobody on the planet who knows how to make a computer mouse.,"Na świecie nie ma nikogo, kto wie, jak stworzyć myszę komputerową.",Nikt na całym świecie tego nie wie.
alirezamsh/small100,pl,"And I was looking at that, trying to figure out what it means.","Patrzyłem na to, próbując zrozumieć, co to znaczy.",Zastanawiałem się co to znaczy.
alirezamsh/small100,pl,He was sitting next to a transvestite with a long black wig and mascara running down her cheeks.,"Siedział obok transvestitu z długą czarną brązą i maskarą, która spadła do jej twarzy.",Siedział obok transwestyty z długą czarną peruką i spływającym po policzkach tuszem do rzęs.
alirezamsh/small100,pl,It's that you can see the world as it isn't.,"Możesz widzieć świat tak, jak go nie ma.","Tylko na tym, że możesz widzieć go takim jakim nie jest."
alirezamsh/small100,pl,"Awful things will happen in this century, I'm absolutely sure.","Straszne rzeczy się wydarzą w tym wieku, jestem absolutnie pewna.","Okropne rzeczy zdarzą się w tym wieku, jestem pewien."
alirezamsh/small100,pl,They prioritize.,Są one priorytetowe.,Oni ustalają priorytety.
alirezamsh/small100,pl,"Please, just take 30 seconds, perhaps talk to your neighbor, and just figure out what should be the top priorities and the bottom priorities of the solutions that we have to the world's biggest issues.","Proszę tylko wziąć 30 sekund, może porozmawiać z sąsiadem i po prostu dowiedzieć się, jakie powinny być najlepsze priorytety i najniższe priorytety rozwiązań, które mamy dla największych problemów na świecie.","Proszę, przeznaczcie na to pół minuty, jeśli chcecie, porozmawiajcie z sąsiadem i po prostu wypiszcie, co powinno być na szczycie listy priorytetów i na spodzie listy rozwiązań, które mamy dla największych problemów świata."
alirezamsh/small100,pl,"And the problem we have in the West at the moment, by and large, is that the conventional approach is that we understand it really in Western terms, using Western ideas.","A problemem, jaki mamy na Zachodzie w tej chwili, w dużej mierze, jest to, że konwencjonalne podejście polega na tym, że naprawdę rozumiemy go w zachodnim terminie, używając zachodnich pomysłów.","Najczęstszy problem ze zrozumieniem Chin wynika z postrzegania ich jedynie poprzez pryzmat naszej, zachodniej ideologii."
alirezamsh/small100,pl,"Through a college prep program, I was able to take part in the National Youth Convention in Philadelphia.",Dzięki programowi przygotowawczym uczelni udało mi się wziąć udział w Narodowej Konwencji Młodzieży w Filadelfii.,Przez szkolny program przygotowawczy mogłem wziąć udział w Narodowym Zjeździe Młodzieży w Filadelfii.
alirezamsh/small100,pl,So the next day I go out.,Następnego dnia wychodzę.,Natępnego dnia wychodzę.
alirezamsh/small100,pl,"So this is China, a civilization-state, rather than a nation-state.","Tak więc jest to Chiny, państwo cywilizacyjne, a nie państwo narodowe.","Oto Chiny, państwo cywilizacyjne a nie narodowe."
alirezamsh/small100,pl,I am an impostor.,Jestem oszustem.,że jestem oszustką.
alirezamsh/small100,pl,"That's a huge difference, a seven-fold difference.","Jest to ogromna różnica, siedmiokrotna różnica.",To olbrzymia różnica.
alirezamsh/small100,pl,"His parents think sometimes it's a precious commodity, so they'll keep it in a cupboard.","Jego rodzice czasami myślą, że jest to cenny towar, więc przechowują go w pudełku.","Jego rodzicie myślą, że jest to cenny produkt, więc trzymają je w szafce."
alirezamsh/small100,pl,I never was pure.,Nigdy nie byłem czysty.,Nigdy nie byłam nieskalana.
alirezamsh/small100,pl,I believe that Eleanor can get through this.,"Wydaje mi się, że Eleanor może przejść przez to.","Wierzę, że Eleanor z tego wyjdzie."
alirezamsh/small100,pl,"Then you go to Palmyra Atoll that has more biomass of herbivores, and the dead corals are clean, and the corals are coming back.","Następnie idziesz do Palmyra Atoll, który ma więcej biomasy ziołowych, a martwy koral są czyste, a koral powracają.","Na atolu Palmyra, jest większa biomasa roślinożerców i martwe koralowce są czyste, a koralowce powracają."
alirezamsh/small100,pl,"And using this very simple machine, my lab and others have done dozens of studies showing just how good babies are at learning about the world.","I korzystając z tej bardzo prostej maszyny, mój laboratorium i inni przeprowadzili dziesiątki badań, które pokazują, jak dobre dzieci uczą się o świecie.","I przy użyciu tego bardzo prostego urządzenia, moje laboratorium i inne przeprowadzili dziesiątki badań wykazując jak dobre są dzieci w uczeniu się o świecie."
alirezamsh/small100,pl,So we packaged DryBath in these innovative little sachets.,Dlatego zapakowaliśmy DryBath w tych innowacyjnych małych torebkach.,Zaczęliśmy pakować DryBath w nowoczesne małe saszetki.
alirezamsh/small100,pl,What can we do? What will be the cost and what will be the benefit of that?,Co możemy zrobić? Jakie będą koszty i jakie będą z nich korzyści?,Co możemy zrobić? Ile to będzie kosztowało? I jaki z tego będzie pożytek?
alirezamsh/small100,pt,"This type of society is not only possible, it's already on its way.","Esse tipo de sociedade não só é possível, já está em seu caminho.","Este tipo de sociedade não só é possível, como já está a caminho."
alirezamsh/small100,pt,This is the transformation that took place.,Essa é a transformação que aconteceu.,Esta é a transformação que aconteceu.
alirezamsh/small100,pt,"I was very, very fortunate a couple of years later to have met Zackie Achmat, the founder of Treatment Action Campaign, an incredible campaigner and activist.","Tenho muito, muito sorte alguns anos depois de ter conhecido Zackie Achmat, o fundador da Campanha de Ação do Tratamento, um incrível campanheiro e ativista.","Eu tive muita, muita sorte uns anos depois por ter conhecido Zackie Achmat, o fundador da Campanha Acção Tratamento, um militante e activista fora de série."
alirezamsh/small100,pt,"And if you actually look in their brains, you see that they're flooded with these neurotransmitters that are really good at inducing learning and plasticity, and the inhibitory parts haven't come on yet.","E se você realmente olhar em seus cérebros, você verá que eles estão inundados com esses neurotransmissores que são realmente bons em induzir aprendizagem e plasticidade, e as partes inibidores ainda não chegaram.","Se observarmos os seus cérebros, vemos que estão repletos de neurotransmissores muito bons a estimular a aprendizagem e a plasticidade, e que os mecanismos inibidores ainda não se desenvolveram."
alirezamsh/small100,pt,Many countries that you represent and where I come from struggle with the cost of healthcare.,Muitos países que vocês representam e onde vim de lutar com o custo dos cuidados de saúde.,Muitos dos países que vocês representam e de onde eu venho estão a debater-se com o custo dos cuidados de saúde.
alirezamsh/small100,pt,"They were all working for me, to make a mouse for me.","Todos trabalhavam para mim, para fazer um mouse para mim.","Todos eles estavam a trabalhar para mim, para me fazer um mouse."
alirezamsh/small100,pt,"And since then, the European Union is going to be creating central registers at a national level of who really owns and controls companies across Europe.","E desde então, a União Europeia vai criar registros centrais a nível nacional de quem realmente possui e controla empresas em toda a Europa.","Desde então, a União Europeia vai criar registos centrais a nível nacional de quem realmente possui e controla empresas por toda a Europa."
